Strain	T0
France/Pollionay_1733/2020	4615
France/RA739/2020	3110
France/Valence_425/2020	1780
France/Valence_532/2020	4578
Germany/BAV-MVP0109/2020	349
Germany/BAV-V2010517/2020	1783
Germany/BE-ChVir-D658-5/2020	4394
Germany/BE-ChVir-D665-6/2020	4393
Germany/BE-ChVir-D666-2/2020	4402
Germany/BE-ChVir-D667-7/2020	4404
Germany/BE-ChVir-D670-9/2020	4390
Germany/BE-ChVir-D671-8/2020	4401
Germany/BE-ChVir-D672-4/2020	4403
Germany/BE-ChVir-D679-14/2020	4772
Germany/BE-ChVir-D710-10/2020	232
Germany/BE-ChVir-D711-11/2020	311
Germany/BE-ChVir-D712-1/2020	130
Germany/BE-ChVir-D715-D799-17/2020	4753
Germany/BE-ChVir-D717-D761-12/2020	4388
Germany/BE-ChVir-D718-3/2020	257
Germany/BE-ChVir-D929-15/2020	167
Germany/BE-ChVir-W1191-13/2020	194
Germany/BE-ChVir-W1248-16/2020	4752
Germany/BW-ChVir-1577/2020	1363
Germany/BW-RKI-N-0001/2020	4729
Germany/BY-BIM-Pat3/2020	3465
Germany/BY-ChVir-1017/2020	2085
Germany/BY-ChVir-1019/2020	2088
Germany/BY-ChVir-1020/2020	2089
Germany/BY-ChVir-1289/2020	2086
Germany/BY-ChVir-1356/2020	2087
Germany/BY-ChVir-1482/2020	2087
Germany/BY-ChVir-1483/2020	2087
Germany/BY-ChVir-929-2/2020	2090
Germany/BY-ChVir-929/2020	2090
Germany/BY-MVP-0001/2020	2658
Germany/BY-MVP-0002/2020	1771
Germany/BY-MVP-0009/2020	1741
Germany/BY-MVP-0010/2020	4790
Germany/BY-MVP-0017/2020	1970
Germany/BY-MVP-0023/2020	835
Germany/BY-MVP-0029/2020	805
Germany/BY-MVP-0030/2020	835
Germany/BY-MVP-0034/2020	933
Germany/BY-MVP-0035/2020	368
Germany/BY-MVP-0045/2020	1737
Germany/BY-MVP-0046/2020	3314
Germany/BY-MVP-0047/2020	1866
Germany/BY-MVP-0048/2020	1772
Germany/BY-MVP-0049/2020	1770
Germany/BY-MVP-0050/2020	1521
Germany/BY-MVP-0051/2020	1767
Germany/BY-MVP-0052/2020	1776
Germany/BY-MVP-0110/2020	349
Germany/BY-MVP-V2010492/2020	1774
Germany/BY-MVP-V2010837/2020	1925
Germany/BY-MVP-V2010840/2020	4791
Germany/BY-MVP-V2011376/2020	1773
Germany/BY-MVP-V2011395/2020	2659
Germany/BY-MVP-V2011463/2020	3313
Germany/BY-V2010486/2020	1794
Germany/HE-FFM3/2020	1252
Germany/HE-FFM4/2020	1141
Germany/HE-FFM5/2020	3305
Germany/HE-FFM6/2020	1142
Germany/NW-HHU-01/2020	3311
Germany/NW-HHU-011/2020	1823
Germany/NW-HHU-02-1/2020	3410
Germany/NW-HHU-03/2020	3407
Germany/NW-HHU-04/2020	3307
Germany/NW-HHU-05/2020	3426
Germany/NW-HHU-06/2020	3431
Germany/NW-HHU-07/2020	3308
Germany/NW-HHU-08/2020	3309
Germany/NW-HHU-09/2020	3413
Germany/NW-HHU-10/2020	3425
Germany/NW-HHU-12/2020	793
Germany/NW-HHU-13/2020	1123
Germany/NW-HHU-14/2020	3431
Germany/NW-HHU-15/2020	159
Germany/NW-HHU-16/2020	3431
Germany/NW-HHU-17/2020	3431
Germany/NW-HHU-18/2020	793
Germany/NW-HHU-19/2020	1340
Germany/NW-HHU-20/2020	793
Germany/NW-HHU-21/2020	793
Germany/NW-HHU-22/2020	793
Germany/NW-HHU-24/2020	535
Germany/NW-HHU-25/2020	612
Germany/NW-HHU-26/2020	793
Germany/NW-HHU-27/2020	875
Germany/NW-HHU-28/2020	592
Germany/NW-HHU-29/2020	641
Germany/NW-HHU-30/2020	4419
Germany/NW-HHU-31/2020	2815
Germany/NW-HHU-32/2020	876
Germany/NW-HHU-49/2020	816
Germany/NW-HHU-50/2020	3421
Germany/NW-HHU-51/2020	941
Germany/NW-HHU-52/2020	607
Germany/NW-HHU-53/2020	857
Germany/NW-HHU-56/2020	3431
Germany/NW-HHU-59/2020	3427
Germany/NW-HHU-60/2020	3423
Germany/NW-HHU-61/2020	3431
Germany/NW-HHU-63/2020	3417
Germany/NW-HHU-64/2020	3418
Germany/NW-HHU-66/2020	3445
Germany/NW-HHU-69/2020	3424
Germany/NW-HHU-72/2020	3422
Germany/NW-HHU-77/2020	920
Germany/NW-HHU-78/2020	937
Germany/NW-IMVUM_FI1103201/2020	1125
Greece/127_HPI/2020	4405
Greece/133/2020	451
Greece/134/2020	2378
Greece/135/2020	1523
Greece/136/2020	1096
Greece/137/2020	1093
Greece/138/2020	1523
Greece/139/2020	1523
Greece/140/2020	1210
Greece/141/2020	1095
Greece/142/2020	1523
Greece/148/2020	1523
Greece/149/2020	3409
Greece/149_32357/2020	3408
Greece/150/2020	2211
Greece/151/2020	1523
Greece/152_33705/2020	1540
Greece/153_33892/2020	1099
Greece/202_32984/2020	1094
Greece/203_33026/2020	1986
Greece/204_33112/2020	78
Greece/205_33490/2020	1525
Greece/206_33492/2020	1986
Greece/207_33548/2020	1986
Greece/208_33922/2020	1094
Greece/209_33926/2020	1656
Greece/210_33942/2020	1098
Greece/212_34023/2020	834
Greece/213_34051/2020	3065
Greece/214_34505/2020	3060
Greece/219_35198/2020	1986
Greece/221_33038/2020	2517
Greece/227_35969/2020	1428
Greece/234_31670/2020	456
Greece/235_31783/2020	1986
Greece/236_31815/2020	2212
Greece/237_31890/2020	461
Greece/238_31927/2020	1986
Greece/239_32178/2020	1986
Greece/243_32202/2020	60
Greece/244_32204/2020	27
Greece/246_32206/2020	460
Greece/247_32207/2020	1986
Greece/248_32261/2020	452
Greece/250_32267/2020	1986
Greece/251_32400/2020	1097
Greece/254_32422/2020	1986
Greece/255_32525/2020	1986
Greece/259_31928/2020	1986
Greece/260_32216/2020	2701
Greece/261_32221/2020	2051
Greece/262_32443/2020	1986
Greece/263_32477/2020	1986
Greece/264_32497/2020	1981
Greece/AUTH_1/2020	2389
Iceland/1/2020	166
Iceland/101/2020	779
Iceland/102/2020	3935
Iceland/103/2020	4354
Iceland/106/2020	643
Iceland/107/2020	181
Iceland/108/2020	176
Iceland/109/2020	825
Iceland/110/2020	543
Iceland/111/2020	4760
Iceland/112/2020	3937
Iceland/113/2020	1929
Iceland/114/2020	1797
Iceland/12/2020	1761
Iceland/123/2020	1599
Iceland/124/2020	681
Iceland/125/2020	781
Iceland/126/2020	1731
Iceland/127/2020	336
Iceland/128/2020	4115
Iceland/129/2020	1729
Iceland/13/2020	3236
Iceland/130/2020	1728
Iceland/131/2020	2305
Iceland/132/2020	804
Iceland/133/2020	4573
Iceland/134/2020	482
Iceland/135/2020	2304
Iceland/137/2020	4112
Iceland/139/2020	4116
Iceland/14/2020	4379
Iceland/141/2020	3138
Iceland/142/2020	3451
Iceland/144/2020	1725
Iceland/145/2020	4123
Iceland/146/2020	1548
Iceland/147/2020	738
Iceland/148/2020	3936
Iceland/149/2020	4212
Iceland/15/2020	1808
Iceland/150/2020	363
Iceland/151/2020	2276
Iceland/152/2020	4114
Iceland/153/2020	1726
Iceland/155/2020	4574
Iceland/156/2020	374
Iceland/157/2020	233
Iceland/158/2020	544
Iceland/159/2020	524
Iceland/16/2020	1809
Iceland/160/2020	2349
Iceland/161/2020	846
Iceland/162/2020	2306
Iceland/163/2020	4200
Iceland/164/2020	4201
Iceland/165/2020	4115
Iceland/166/2020	3343
Iceland/167/2020	4115
Iceland/168/2020	4120
Iceland/169/2020	4117
Iceland/17/2020	1820
Iceland/171/2020	4116
Iceland/172/2020	4117
Iceland/173/2020	689
Iceland/176/2020	4211
Iceland/177/2020	4121
Iceland/178/2020	1547
Iceland/18/2020	741
Iceland/19/2020	1746
Iceland/192/2020	4573
Iceland/20/2020	4357
Iceland/21/2020	1756
Iceland/22/2020	1720
Iceland/23/2020	1760
Iceland/24/2020	1801
Iceland/25/2020	541
Iceland/26/2020	1784
Iceland/27/2020	733
Iceland/3/2020	4202
Iceland/30/2020	667
Iceland/31/2020	825
Iceland/32/2020	1785
Iceland/326/2020	2300
Iceland/327/2020	649
Iceland/328/2020	2303
Iceland/329/2020	2302
Iceland/33/2020	1722
Iceland/330/2020	2460
Iceland/331/2020	2301
Iceland/332/2020	2308
Iceland/333/2020	1723
Iceland/334/2020	1290
Iceland/335/2020	1282
Iceland/337/2020	3052
Iceland/338/2020	3051
Iceland/339/2020	2119
Iceland/34/2020	1757
Iceland/340/2020	2120
Iceland/341/2020	2116
Iceland/35/2020	1959
Iceland/36/2020	825
Iceland/37/2020	1745
Iceland/39/2020	659
Iceland/4/2020	1167
Iceland/40/2020	644
Iceland/44/2020	736
Iceland/45/2020	660
Iceland/46/2020	1799
Iceland/47/2020	731
Iceland/48/2020	742
Iceland/49/2020	1792
Iceland/5/2020	4122
Iceland/50/2020	1755
Iceland/51/2020	748
Iceland/52/2020	754
Iceland/53/2020	375
Iceland/54/2020	1762
Iceland/55/2020	739
Iceland/56/2020	1724
Iceland/57/2020	695
Iceland/59/2020	642
Iceland/6/2020	695
Iceland/60/2020	735
Iceland/61/2020	542
Iceland/62/2020	1730
Iceland/63/2020	483
Iceland/64/2020	749
Iceland/65/2020	680
Iceland/66/2020	753
Iceland/67/2020	737
Iceland/69/2020	4379
Iceland/7/2020	4210
Iceland/70/2020	1945
Iceland/72/2020	1821
Iceland/73/2020	1802
Iceland/74/2020	798
Iceland/75/2020	491
Iceland/76/2020	1758
Iceland/77/2020	1754
Iceland/78/2020	1942
Iceland/79/2020	1727
Iceland/8/2020	2307
Iceland/80/2020	643
Iceland/81/2020	695
Iceland/82/2020	1944
Iceland/83/2020	1721
Iceland/84/2020	826
Iceland/86/2020	1759
Iceland/87/2020	1796
Iceland/88/2020	750
Iceland/89/2020	1798
Iceland/90/2020	822
Iceland/91/2020	647
Iceland/92/2020	1819
Iceland/93/2020	4759
Iceland/94/2020	2117
Iceland/95/2020	582
Iceland/96/2020	889
Iceland/97/2020	1732
Iceland/99/2020	1995
Iceland/LUH-01/2020	166
Ireland/CO-NVRL-20134/2020	3070
Ireland/CO-NVRL-22361/2020	1035
Ireland/CO-PHW-2/2020	2877
Ireland/D-NVRL-19072/2020	1806
Ireland/D-NVRL-21145/2020	1891
Ireland/D-NVRL-22428/2020	1992
Ireland/D-NVRL-24042/2020	2283
Ireland/LH-NVRL-22901/2020	2682
Ireland/LK-NVRL-19933/2020	939
Ireland/LK-NVRL-19934/2020	289
Ireland/LK-NVRL-19935/2020	902
Ireland/TA-NVRL-21023/2020	1712
Ireland/WW-NVRL-24052/2020	1340
Italy/ABR-IZSGC-484/2020	4215
Italy/ABR-IZSGC-TE4880/2020	1137
Italy/ABR-IZSGC-TE4925/2020	202
Italy/ABR-IZSGC-TE4953/2020	1497
Italy/ABR-IZSGC-TE4959/2020	1138
Italy/APU-UniMI-CL1/2020	302
Italy/AVA-AMVRC-4870/2020	1252
Italy/AVA-AMVRC-4875/2020	1349
Italy/EMR-AMVRC-206/2020	195
Italy/FVG-ICGEB-S1/2020	4780
Italy/FVG-ICGEB-S26/2020	4389
Italy/FVG-ICGEB-S5/2020	960
Italy/FVG-ICGEB-S8/2020	258
Italy/FVG-ICGEB-S9/2020	4778
Italy/LAZ-INMI-8/2020	4734
Italy/LAZ-INMI-SPL1/2020	3247
Italy/LAZ-INMI10/2020	140
Italy/LAZ-INMI16/2020	521
Italy/LAZ-INMI17/2020	4209
Italy/LAZ-INMI3/2020	196
Italy/LAZ-INMI4/2020	1496
Italy/LAZ-INMI5-N/2020	4102
Italy/LAZ-INMI5/2020	4078
Italy/LOM-AMVRC-9/2020	120
Italy/LOM-ASST-10/2020	122
Italy/LOM-ASST-12/2020	1212
Italy/LOM-ASST-19/2020	215
Italy/LOM-ASST-2/2020	896
Italy/LOM-ASST-20/2020	4203
Italy/LOM-ASST-3/2020	274
Italy/LOM-ASST-4/2020	123
Italy/LOM-ASST-5/2020	2091
Italy/LOM-ASST-6/2020	4195
Italy/LOM-ASST-7/2020	1049
Italy/LOM-ASST-8/2020	274
Italy/LOM-ASST-AMC2-1245/2020	4214
Italy/LOM-ASST-CDG1/2020	4414
Italy/LOM-INMI-10734/2020	4278
Italy/LOM-INMI-11550/2020	4782
Italy/LOM-INMI-11951/2020	4100
Italy/LOM-INMI-12578/2020	139
Italy/LOM-INMI-13075-B/2020	4324
Italy/LOM-INMI-13075-N/2020	4327
Italy/LOM-INMI-13221/2020	273
Italy/LOM-INMI-5314-B/2020	4801
Italy/LOM-INMI-5314-N/2020	4351
Italy/LOM-INMI-5925/2020	123
Italy/LOM-INMI-7070/2020	273
Italy/LOM-INMI-8058/2020	4762
Italy/LOM-INMI-9206/2020	273
Italy/LOM-INMI-9214/2020	4784
Italy/LOM-INMI-9491/2020	1176
Italy/LOM-INMI-9675/2020	3897
Italy/LOM-INMI-BG-11639/2020	1317
Italy/LOM-INMI-BG-5825/2020	4199
Italy/LOM-INMI-BG-7158/2020	1177
Italy/LOM-INMI-BG-9209/2020	4100
Italy/LOM-INMI-BG-9225/2020	4199
Italy/LOM-INMI-BS-12256/2020	4100
Italy/LOM-UniMI-L100/2020	1180
Italy/LOM-UniMI-L101/2020	1426
Italy/LOM-UniMI-L102/2020	1560
Italy/LOM-UniMI-L103/2020	1295
Italy/LOM-UniMI-L104/2020	4766
Italy/LOM-UniMI-L105/2020	1197
Italy/LOM-UniMI-L106/2020	307
Italy/LOM-UniMI-L107/2020	4287
Italy/LOM-UniMI-L108/2020	1191
Italy/LOM-UniMI-L109/2020	307
Italy/LOM-UniMI-L111/2020	1560
Italy/LOM-UniMI-L112/2020	1183
Italy/LOM-UniMI-L113/2020	1220
Italy/LOM-UniMI-L115/2020	4196
Italy/LOM-UniMI-L116/2020	4294
Italy/LOM-UniMI-L117/2020	4220
Italy/LOM-UniMI-L119/2020	279
Italy/LOM-UniMI-L120/2020	4378
Italy/LOM-UniMI-L122/2020	1560
Italy/LOM-UniMI-L123/2020	1194
Italy/LOM-UniMI-L124/2020	1182
Italy/LOM-UniMI-L125/2020	4269
Italy/LOM-UniMI-L129/2020	1175
Italy/LOM-UniMI-L130/2020	4765
Italy/LOM-UniMI-L148/2020	4222
Italy/LOM-UniMI-L150/2020	992
Italy/LOM-UniMI-L151/2020	1159
Italy/LOM-UniMI-L153/2020	1417
Italy/LOM-UniMI-L159/2020	1351
Italy/LOM-UniMI-L162/2020	1638
Italy/LOM-UniMI-L163/2020	1191
Italy/LOM-UniMI-L167/2020	1560
Italy/LOM-UniMI-L169/2020	4397
Italy/LOM-UniMI-L182/2020	1787
Italy/LOM-UniMI-L184/2020	1362
Italy/LOM-UniMI-L189/2020	1562
Italy/LOM-UniMI-L190/2020	1170
Italy/LOM-UniMI-L204/2020	4098
Italy/LOM-UniMI-L205/2020	1560
Italy/LOM-UniMI-L206/2020	4224
Italy/LOM-UniMI-L207/2020	1198
Italy/LOM-UniMI-L208/2020	4776
Italy/LOM-UniMI-L210/2020	358
Italy/LOM-UniMI-L211/2020	1991
Italy/LOM-UniMI-L212/2020	1560
Italy/LOM-UniMI-L213/2020	1560
Italy/LOM-UniMI-L214/2020	1196
Italy/LOM-UniMI-L215/2020	307
Italy/LOM-UniMI-L216/2020	4775
Italy/LOM-UniMI-L217/2020	4774
Italy/LOM-UniMI-L218/2020	4767
Italy/LOM-UniMI-L219/2020	1214
Italy/LOM-UniMI-L220/2020	4221
Italy/LOM-UniMI-L221/2020	276
Italy/LOM-UniMI-L222/2020	1214
Italy/LOM-UniMI-L223/2020	1346
Italy/LOM-UniMI-L224/2020	1218
Italy/LOM-UniMI-L225/2020	4225
Italy/LOM-UniMI-L226/2020	307
Italy/LOM-UniMI-L227/2020	1560
Italy/LOM-UniMI-L228/2020	3120
Italy/LOM-UniMI-L229/2020	4773
Italy/LOM-UniMI-L230/2020	118
Italy/LOM-UniMI-L239/2020	4223
Italy/LOM-UniMI-L240/2020	1560
Italy/LOM-UniMI-L242/2020	307
Italy/LOM-UniMI-L249/2020	278
Italy/LOM-UniMI-L250/2020	4074
Italy/LOM-UniMI-L251/2020	307
Italy/LOM-UniMI-L252/2020	307
Italy/LOM-UniMI-L253/2020	296
Italy/LOM-UniMI-L254/2020	280
Italy/LOM-UniMI-L256/2020	918
Italy/LOM-UniMI-L257/2020	4761
Italy/LOM-UniMI-L259/2020	143
Italy/LOM-UniMI-L260/2020	309
Italy/LOM-UniMI-L261/2020	310
Italy/LOM-UniMI-L265/2020	944
Italy/LOM-UniMI-L267/2020	4828
Italy/LOM-UniMI-L268/2020	282
Italy/LOM-UniMI-L269/2020	1560
Italy/LOM-UniMI-L270/2020	4292
Italy/LOM-UniMI-L271/2020	1560
Italy/LOM-UniMI-L272/2020	1561
Italy/LOM-UniMI-L273/2020	306
Italy/LOM-UniMI-L274/2020	4728
Italy/LOM-UniMI-L276/2020	4289
Italy/LOM-UniMI-L278/2020	1560
Italy/LOM-UniMI-L279/2020	290
Italy/LOM-UniMI-L280/2020	1318
Italy/LOM-UniMI-L281/2020	4356
Italy/LOM-UniMI-L282/2020	1027
Italy/LOM-UniMI-L283/2020	290
Italy/LOM-UniMI-L284/2020	3907
Italy/LOM-UniMI-L285/2020	1560
Italy/LOM-UniMI-L286/2020	4369
Italy/LOM-UniMI-L287/2020	4369
Italy/LOM-UniMI-L288/2020	293
Italy/LOM-UniMI-L289/2020	307
Italy/LOM-UniMI-L290/2020	285
Italy/LOM-UniMI-L292/2020	4369
Italy/LOM-UniMI-L293/2020	1560
Italy/LOM-UniMI-L294/2020	286
Italy/LOM-UniMI-L295/2020	1560
Italy/LOM-UniMI-L296/2020	1560
Italy/LOM-UniMI-L299/2020	4082
Italy/LOM-UniMI-L302/2020	307
Italy/LOM-UniMI-L309/2020	1562
Italy/LOM-UniMI-L310/2020	1221
Italy/LOM-UniMI-L311/2020	307
Italy/LOM-UniMI-L313/2020	1560
Italy/LOM-UniMI-L314/2020	1557
Italy/LOM-UniMI-L316/2020	4369
Italy/LOM-UniMI-L317/2020	307
Italy/LOM-UniMI-L318/2020	4722
Italy/LOM-UniMI-L319/2020	1221
Italy/LOM-UniMI-L321/2020	1199
Italy/LOM-UniMI-L322/2020	1560
Italy/LOM-UniMI-L325/2020	4295
Italy/LOM-UniMI-L327/2020	954
Italy/LOM-UniMI-L328/2020	3930
Italy/LOM-UniMI-L329/2020	307
Italy/LOM-UniMI-L330/2020	4375
Italy/LOM-UniMI-L331/2020	307
Italy/LOM-UniMI-L334/2020	4666
Italy/LOM-UniMI-L335/2020	4395
Italy/LOM-UniMI-L342/2020	4399
Italy/LOM-UniMI-L343/2020	129
Italy/LOM-UniMI-L345/2020	4197
Italy/LOM-UniMI-L346/2020	4720
Italy/LOM-UniMI-L347/2020	919
Italy/LOM-UniMI-L348/2020	377
Italy/LOM-UniMI-L350/2020	1560
Italy/LOM-UniMI-L352/2020	295
Italy/LOM-UniMI-L354/2020	377
Italy/LOM-UniMI-L356/2020	4724
Italy/LOM-UniMI-L357/2020	119
Italy/LOM-UniMI-L358/2020	243
Italy/LOM-UniMI-L361/2020	991
Italy/LOM-UniMI-L362/2020	4726
Italy/LOM-UniMI-L363/2020	275
Italy/LOM-UniMI-L364/2020	307
Italy/LOM-UniMI-L366/2020	895
Italy/LOM-UniMI-L367/2020	4081
Italy/LOM-UniMI-L368/2020	4398
Italy/LOM-UniMI-L369/2020	4724
Italy/LOM-UniMI-L370/2020	4727
Italy/LOM-UniMI-L371/2020	358
Italy/LOM-UniMI-L372/2020	4396
Italy/LOM-UniMI-L373/2020	4721
Italy/LOM-UniMI-L378/2020	4724
Italy/LOM-UniMI-L380/2020	1416
Italy/LOM-UniMI-L384/2020	275
Italy/LOM-UniMI-L385/2020	4416
Italy/LOM-UniMI-L386/2020	307
Italy/LOM-UniMI-L387/2020	307
Italy/LOM-UniMI-L388/2020	1034
Italy/LOM-UniMI-L389/2020	144
Italy/LOM-UniMI-L390/2020	305
Italy/LOM-UniMI-L391/2020	283
Italy/LOM-UniMI-L393/2020	4724
Italy/LOM-UniMI-L394/2020	131
Italy/LOM-UniMI-L395/2020	991
Italy/LOM-UniMI-L396/2020	4288
Italy/LOM-UniMI-L397/2020	1427
Italy/LOM-UniMI-L398/2020	4074
Italy/LOM-UniMI-L399/2020	1333
Italy/LOM-UniMI-L400/2020	284
Italy/LOM-UniMI-L401/2020	137
Italy/LOM-UniMI-L402/2020	307
Italy/LOM-UniMI-L403/2020	4420
Italy/LOM-UniMI-L404/2020	1560
Italy/LOM-UniMI-L407/2020	4723
Italy/LOM-UniMI-L409/2020	288
Italy/LOM-UniMI-L410/2020	307
Italy/LOM-UniMI-L411/2020	4369
Italy/LOM-UniMI-L412/2020	1560
Italy/LOM-UniMI-L419/2020	4724
Italy/LOM-UniMI-L425/2020	1184
Italy/LOM-UniMI-L426/2020	4293
Italy/LOM-UniMI-L427/2020	3876
Italy/LOM-UniMI-L428/2020	4415
Italy/LOM-UniMI-L441/2020	145
Italy/LOM-UniMI-L445/2020	1195
Italy/LOM-UniMI-L451/2020	275
Italy/LOM-UniMI-L459/2020	3955
Italy/LOM-UniMI-L478/2020	4765
Italy/LOM-UniMI-L53/2020	4107
Italy/LOM-UniMI-L54/2020	4253
Italy/LOM-UniMI-L55/2020	1193
Italy/LOM-UniMI-L56/2020	1185
Italy/LOM-UniMI-L57/2020	1219
Italy/LOM-UniMI-L58/2020	4299
Italy/LOM-UniMI-L60/2020	4296
Italy/LOM-UniMI-L61/2020	1562
Italy/LOM-UniMI-L62/2020	4286
Italy/LOM-UniMI-L63/2020	4291
Italy/LOM-UniMI-L64/2020	1560
Italy/LOM-UniMI-L65/2020	4400
Italy/LOM-UniMI-L66/2020	296
Italy/LOM-UniMI-L67/2020	4764
Italy/LOM-UniMI-L68/2020	312
Italy/LOM-UniMI-L69/2020	1560
Italy/LOM-UniMI-L70/2020	307
Italy/LOM-UniMI-L71/2020	307
Italy/LOM-UniMI-L73/2020	1545
Italy/LOM-UniMI-L74/2020	308
Italy/LOM-UniMI-L75/2020	1560
Italy/LOM-UniMI-L76/2020	4290
Italy/LOM-UniMI-L77/2020	1361
Italy/LOM-UniMI-L78/2020	281
Italy/LOM-UniMI-L79/2020	4290
Italy/LOM-UniMI-L80/2020	4025
Italy/LOM-UniMI-L81/2020	1179
Italy/LOM-UniMI-L83/2020	1392
Italy/LOM-UniMI-L84/2020	1224
Italy/LOM-UniMI-L85/2020	277
Italy/LOM-UniMI-L86/2020	1416
Italy/LOM-UniMI-L87/2020	1560
Italy/LOM-UniMI-L88/2020	4290
Italy/LOM-UniMI-L89/2020	1560
Italy/LOM-UniMI-L90/2020	307
Italy/LOM-UniMI-L91/2020	287
Italy/LOM-UniMI-L92/2020	1560
Italy/LOM-UniMI-L93/2020	1192
Italy/LOM-UniMI-L94/2020	1560
Italy/LOM-UniMI-L95/2020	1560
Italy/LOM-UniMI-L96/2020	1221
Italy/LOM-UniMI-L97/2020	1181
Italy/LOM-UniMI-L98/2020	4309
Italy/LOM-UniMI-L99/2020	917
Italy/LOM-UniMI01/2020	124
Italy/LOM-UniMI02/2020	4326
Italy/LOM-UniMI03/2020	929
Italy/LOM-UniSR-1/2020	344
Italy/MAR-UnivPM-1/2020	4251
Italy/MAR-UnivPM-32898/2020	4205
Italy/MAR-UnivPM-34104/2020	4236
Italy/MAR-UnivPM-34117/2020	4207
Italy/MAR-UnivPM-71205/2020	4247
Italy/MAR-UnivPM-73696/2020	4251
Italy/MAR-UnivPM-73702/2020	4248
Italy/MAR-UnivPM-78952/2020	4208
Italy/MAR-UnivPM-78955-2/2020	4235
Italy/MAR-UnivPM-78955/2020	4234
Italy/MOL-AMVRC-2389/2020	1252
Italy/PIE-SLL-MS45/2020	899
Italy/PIE-SLL-MS46/2020	898
Italy/SIC-AMVRC-4411/2020	1169
Italy/TAA-AMVRC-2629/2020	4777
Italy/TUS-UniSI-1/2020	1475
Italy/VEN-UniVR-5/2020	369
Italy/VEN-UniVR-6/2020	4732
Italy/VEN-UniVR-7/2020	162
Italy/VEN-UniVR-8/2020	1162
Latvia/039/2020	701
Luxembourg/LNS0000001/2020	4725
Luxembourg/LNS0156959/2020	4606
Luxembourg/LNS0366116/2020	356
Luxembourg/LNS0591129/2020	2200
Luxembourg/LNS0641910/2020	2176
Luxembourg/LNS0716877/2020	184
Luxembourg/LNS0756270/2020	4610
Luxembourg/LNS0945359/2020	2254
Luxembourg/LNS1234709/2020	4609
Luxembourg/LNS1612000/2020	4598
Luxembourg/LNS1870254/2020	2203
Luxembourg/LNS1874423/2020	3996
Luxembourg/LNS1918658/2020	185
Luxembourg/LNS2247193/2020	4576
Luxembourg/LNS2614631/2020	4603
Luxembourg/LNS2886370/2020	4608
Luxembourg/LNS2907333/2020	4605
Luxembourg/LNS3089015/2020	877
Luxembourg/LNS3156434/2020	360
Luxembourg/LNS3588186/2020	4232
Luxembourg/LNS3711853/2020	657
Luxembourg/LNS3879580/2020	586
Luxembourg/LNS4134806/2020	503
Luxembourg/LNS4691488/2020	4601
Luxembourg/LNS4845603/2020	4159
Luxembourg/LNS5032431/2020	729
Luxembourg/LNS5228153/2020	504
Luxembourg/LNS5440244/2020	537
Luxembourg/LNS7753431/2020	640
Luxembourg/LNS7866283/2020	1480
Luxembourg/LNS7928872/2020	501
Luxembourg/LNS8188502/2020	4577
Luxembourg/LNS9080444/2020	662
Luxembourg/LNS9086704/2020	494
Luxembourg/LNS9324837/2020	495
Luxembourg/LNS9627078/2020	361
Luxembourg/LNS9652104/2020	4445
Luxembourg/LNS9862689/2020	693
Luxembourg/LNS9982497/2020	502
Luxembourg/Lux1/2020	4731
Moldova/ChVir7768/2020	4763
Moldova/ChVir7770/2020	2363
Moldova/ChVir7771/2020	4635
Moldova/ChVir7776/2020	950
Moldova/ChVir7777/2020	175
Netherlands/Andel_1365066/2020	2946
Netherlands/Berlicum_1363564/2020	1940
Netherlands/Blaricum_1364780/2020	147
Netherlands/Dalen_1363624/2020	2902
Netherlands/Delft_1363424/2020	1036
Netherlands/Diemen_1363454/2020	1024
Netherlands/Eindhoven_1363782/2020	1705
Netherlands/Flevoland_1/2020	156
Netherlands/FR-RIVM-10083/2020	2329
Netherlands/FR-RIVM-10084/2020	2329
Netherlands/GE-EMC-217/2020	172
Netherlands/GE-RIVM-10088/2020	1717
Netherlands/GE-RIVM-10095/2020	959
Netherlands/GE-RIVM-10098/2020	2885
Netherlands/GE-RIVM-10111/2020	1718
Netherlands/Gelderland_1-2/2020	3469
Netherlands/Gelderland_1/2020	1937
Netherlands/Gelderland_13/2020	173
Netherlands/Gelderland_14/2020	171
Netherlands/Gelderland_2/2020	244
Netherlands/Gelderland_3/2020	1937
Netherlands/Gelderland_5/2020	2908
Netherlands/Gelderland_6/2020	948
Netherlands/Gelderland_7/2020	4241
Netherlands/Gelderland_8/2020	3154
Netherlands/Haarlem_1363688/2020	679
Netherlands/Hardinxveld_Giessendam_1364806/2020	3014
Netherlands/Helmond_1363548/2020	1025
Netherlands/Houten_1363498/2020	125
Netherlands/Leiden-0001/2020	1825
Netherlands/Leiden-0002/2020	4413
Netherlands/LI-RIVM-10096/2020	3812
Netherlands/LI-RIVM-10097/2020	3644
Netherlands/Limburg_13/2020	3415
Netherlands/Limburg_14/2020	3449
Netherlands/Limburg_15/2020	3312
Netherlands/Limburg_2/2020	1669
Netherlands/Limburg_3/2020	1876
Netherlands/Limburg_4/2020	3310
Netherlands/Limburg_5/2020	1670
Netherlands/Limburg_6/2020	2954
Netherlands/Loon_op_zand_1363512/2020	2890
Netherlands/NA_1/2020	156
Netherlands/NA_10/2020	156
Netherlands/NA_11/2020	1768
Netherlands/NA_111/2020	1934
Netherlands/NA_112/2020	3016
