Strain	T0
Italy/LOM-UniMI-L309/2020	2093
Italy/LOM-UniMI-L310/2020	2118
Italy/LOM-UniMI-L311/2020	629
Italy/LOM-UniMI-L313/2020	2108
Italy/LOM-UniMI-L314/2020	1941
Italy/LOM-UniMI-L316/2020	30
Italy/LOM-UniMI-L317/2020	629
Italy/LOM-UniMI-L318/2020	597
Italy/LOM-UniMI-L319/2020	2118
Italy/LOM-UniMI-L321/2020	2107
Italy/LOM-UniMI-L322/2020	2108
Italy/LOM-UniMI-L325/2020	183
Italy/LOM-UniMI-L327/2020	103
Italy/LOM-UniMI-L328/2020	437
Italy/LOM-UniMI-L329/2020	629
Italy/LOM-UniMI-L330/2020	49
Italy/LOM-UniMI-L331/2020	629
Italy/LOM-UniMI-L334/2020	640
Italy/LOM-UniMI-L335/2020	334
Italy/LOM-UniMI-L342/2020	327
Italy/LOM-UniMI-L343/2020	99
Italy/LOM-UniMI-L345/2020	137
Italy/LOM-UniMI-L346/2020	595
Italy/LOM-UniMI-L347/2020	420
Italy/LOM-UniMI-L348/2020	648
Italy/LOM-UniMI-L350/2020	2108
Italy/LOM-UniMI-L352/2020	642
Italy/LOM-UniMI-L354/2020	648
Italy/LOM-UniMI-L356/2020	596
Italy/LOM-UniMI-L357/2020	407
Italy/LOM-UniMI-L358/2020	76
Italy/LOM-UniMI-L361/2020	1771
Italy/LOM-UniMI-L362/2020	592
Italy/LOM-UniMI-L363/2020	408
Italy/LOM-UniMI-L364/2020	629
Italy/LOM-UniMI-L366/2020	639
Italy/LOM-UniMI-L367/2020	436
Italy/LOM-UniMI-L368/2020	605
Italy/LOM-UniMI-L369/2020	596
Italy/LOM-UniMI-L370/2020	591
Italy/LOM-UniMI-L371/2020	60
Italy/LOM-UniMI-L372/2020	335
Italy/LOM-UniMI-L373/2020	594
Italy/LOM-UniMI-L378/2020	596
Italy/LOM-UniMI-L380/2020	2084
Italy/LOM-UniMI-L384/2020	408
Italy/LOM-UniMI-L385/2020	623
Italy/LOM-UniMI-L386/2020	629
Italy/LOM-UniMI-L387/2020	629
Italy/LOM-UniMI-L388/2020	1798
Italy/LOM-UniMI-L389/2020	614
Italy/LOM-UniMI-L390/2020	602
Italy/LOM-UniMI-L391/2020	611
Italy/LOM-UniMI-L393/2020	596
Italy/LOM-UniMI-L394/2020	71
Italy/LOM-UniMI-L395/2020	1771
Italy/LOM-UniMI-L396/2020	182
Italy/LOM-UniMI-L397/2020	2092
Italy/LOM-UniMI-L399/2020	2056
Italy/LOM-UniMI-L410/2020	629
Italy/LOM-UniMI-L411/2020	30
Italy/LOM-UniMI-L428/2020	622
Italy/LOM-UniMI-L441/2020	218
Italy/LOM-UniMI-L53/2020	469
Italy/LOM-UniMI-L54/2020	189
Italy/LOM-UniMI-L55/2020	2099
Italy/LOM-UniMI-L56/2020	2098
Italy/LOM-UniMI-L57/2020	2116
Italy/LOM-UniMI-L58/2020	126
Italy/LOM-UniMI-L60/2020	179
Italy/LOM-UniMI-L61/2020	2093
Italy/LOM-UniMI-L62/2020	180
Italy/LOM-UniMI-L63/2020	186
Italy/LOM-UniMI-L64/2020	2108
Italy/LOM-UniMI-L65/2020	328
Italy/LOM-UniMI-L66/2020	610
Italy/LOM-UniMI-L67/2020	609
Italy/LOM-UniMI-L68/2020	637
Italy/LOM-UniMI-L69/2020	2108
Italy/LOM-UniMI-L70/2020	629
Italy/LOM-UniMI-L71/2020	629
Italy/LOM-UniMI-L73/2020	2109
Italy/LOM-UniMI-L74/2020	636
Italy/LOM-UniMI-L75/2020	2108
Italy/LOM-UniMI-L76/2020	188
Italy/LOM-UniMI-L77/2020	1936
Italy/LOM-UniMI-L78/2020	641
Italy/LOM-UniMI-L79/2020	188
Italy/LOM-UniMI-L81/2020	1925
Italy/LOM-UniMI-L85/2020	644
Italy/LOM-UniMI-L86/2020	2084
Italy/LOM-UniMI-L88/2020	188
Italy/LOM-UniMI-L90/2020	629
Italy/LOM-UniMI-L93/2020	2096
Italy/LOM-UniMI-L95/2020	2108
Italy/LOM-UniMI-L96/2020	2118
Italy/LOM-UniMI-L97/2020	1926
Italy/LOM-UniMI-L98/2020	2356
Italy/LOM-UniMI01/2020	92
Italy/LOM-UniMI02/2020	570
Italy/LOM-UniMI03/2020	72
Italy/LOM-UniSR-1/2020	56
Italy/MAR-UnivPM-1/2020	178
Italy/MAR-UnivPM-32898/2020	141
Italy/MAR-UnivPM-34104/2020	173
Italy/MAR-UnivPM-34117/2020	143
Italy/MAR-UnivPM-71205/2020	177
Italy/MAR-UnivPM-73696/2020	178
Italy/MAR-UnivPM-73702/2020	169
Italy/MAR-UnivPM-78952/2020	142
Italy/MAR-UnivPM-78955-2/2020	175
Italy/MAR-UnivPM-78955/2020	174
Italy/MOL-AMVRC-2389/2020	1972
Italy/PIE-SLL-MS45/2020	339
Italy/PIE-SLL-MS46/2020	347
Italy/TAA-AMVRC-2629/2020	336
Italy/TUS-UniSI-1/2020	2033
Italy/VEN-UniVR-6/2020	590
Italy/VEN-UniVR-8/2020	2080
Luxembourg/LNS0000001/2020	593
Luxembourg/LNS0591129/2020	1552
Luxembourg/LNS0641910/2020	1470
Luxembourg/LNS0945359/2020	1555
Luxembourg/LNS1612000/2020	495
Luxembourg/LNS2614631/2020	515
Luxembourg/Lux1/2020	588
Netherlands/Andel_1365066/2020	1115
Netherlands/Berlicum_1363564/2020	2273
Netherlands/Blaricum_1364780/2020	216
Netherlands/Dalen_1363624/2020	1147
Netherlands/Delft_1363424/2020	1800
Netherlands/Diemen_1363454/2020	1826
Netherlands/Eindhoven_1363782/2020	2277
Netherlands/Flevoland_1/2020	348
Netherlands/FR-RIVM-10083/2020	1515
Netherlands/FR-RIVM-10084/2020	1515
Netherlands/GE-EMC-217/2020	600
Netherlands/GE-RIVM-10088/2020	2139
Netherlands/Gelderland_1/2020	2137
Netherlands/Gelderland_2/2020	86
Netherlands/Gelderland_3/2020	2137
Netherlands/Gelderland_6/2020	64
Netherlands/Haarlem_1363688/2020	797
Netherlands/Hardinxveld_Giessendam_1364806/2020	1135
Netherlands/Helmond_1363548/2020	1830
Netherlands/Houten_1363498/2020	93
Netherlands/Leiden-0001/2020	2171
Netherlands/Leiden-0002/2020	392
Netherlands/Limburg_14/2020	1254
Netherlands/Limburg_15/2020	1262
Netherlands/Limburg_2/2020	2282
Netherlands/Limburg_3/2020	2264
Netherlands/Limburg_4/2020	1259
Netherlands/Limburg_5/2020	2281
Netherlands/Limburg_6/2020	1116
Netherlands/Loon_op_zand_1363512/2020	1156
Netherlands/NA_10/2020	348
Netherlands/NA_17/2020	599
Netherlands/NA_18/2020	599
Netherlands/NA_21/2020	1686
Netherlands/NA_22/2020	1169
Netherlands/NA_23/2020	415
Netherlands/NA_24/2020	736
Netherlands/NA_25/2020	2136
Netherlands/NA_26/2020	2340
Netherlands/NA_33/2020	1152
Netherlands/NA_34/2020	1558
Netherlands/NA_43/2020	1518
Netherlands/NA_44/2020	1158
Netherlands/NA_45/2020	1155
Netherlands/NA_46/2020	1511
Netherlands/NA_47/2020	1468
Netherlands/NA_48/2020	1550
Netherlands/NA_49/2020	2275
Netherlands/NA_50/2020	1158
Netherlands/NA_57/2020	1522
Netherlands/NA_58/2020	1145
Netherlands/NA_59/2020	1514
Netherlands/NA_60/2020	1522
Netherlands/NA_61/2020	176
Netherlands/NA_62/2020	2280
Netherlands/NA_64/2020	2280
Netherlands/NA_65/2020	1551
Netherlands/NA_666/2020	1158
Netherlands/NA_667/2020	1151
Netherlands/NA_669/2020	1158
Netherlands/NA_67/2020	1124
Netherlands/NA_670/2020	1522
Netherlands/NA_671/2020	1158
Netherlands/NA_678/2020	2144
Netherlands/NA_679/2020	2343
Netherlands/NA_68/2020	1154
Netherlands/NA_69/2020	1517
Netherlands/NA_7/2020	2137
Netherlands/NA_70/2020	1149
Netherlands/NA_76/2020	1150
Netherlands/NA_77/2020	1158
Netherlands/NA_78/2020	2276
Netherlands/NA_8/2020	2184
Netherlands/NA_9/2020	2342
Netherlands/Naarden_1364774/2020	1109
Netherlands/NH-RIVM-10073/2020	1825
Netherlands/Nieuwendijk_1363582/2020	1127
Netherlands/NoordBrabant_1/2020	346
Netherlands/NoordBrabant_10/2020	1129
Netherlands/NoordBrabant_10003/2020	1160
Netherlands/NoordBrabant_103/2020	78
Netherlands/NoordBrabant_104/2020	77
Netherlands/NoordBrabant_105/2020	77
Netherlands/NoordBrabant_11/2020	1136
Netherlands/NoordBrabant_110/2020	1158
Netherlands/NoordBrabant_12/2020	1130
Netherlands/NoordBrabant_13/2020	84
Netherlands/NoordBrabant_14/2020	2317
Netherlands/NoordBrabant_15/2020	2271
Netherlands/NoordBrabant_16/2020	211
Netherlands/NoordBrabant_17/2020	193
Netherlands/NoordBrabant_18/2020	1147
Netherlands/NoordBrabant_19/2020	1153
Netherlands/NoordBrabant_2/2020	2317
Netherlands/NoordBrabant_20/2020	1547
Netherlands/NoordBrabant_21/2020	85
Netherlands/NoordBrabant_22/2020	1512
Netherlands/NoordBrabant_23/2020	1513
Netherlands/NoordBrabant_24/2020	1157
Netherlands/NoordBrabant_25/2020	1547
Netherlands/NoordBrabant_26/2020	2071
Netherlands/NoordBrabant_27/2020	1167
Netherlands/NoordBrabant_28/2020	1166
Netherlands/NoordBrabant_29/2020	1168
Netherlands/NoordBrabant_3/2020	2342
Netherlands/NoordBrabant_30/2020	1161
Netherlands/NoordBrabant_31/2020	1164
Netherlands/NoordBrabant_32/2020	1165
Netherlands/NoordBrabant_35/2020	1162
Netherlands/NoordBrabant_36/2020	2246
Netherlands/NoordBrabant_39/2020	2072
Netherlands/NoordBrabant_4/2020	197
Netherlands/NoordBrabant_45/2020	2137
Netherlands/NoordBrabant_47/2020	1107
Netherlands/NoordBrabant_5/2020	1746
Netherlands/NoordBrabant_52/2020	1159
Netherlands/NoordBrabant_54/2020	1134
Netherlands/NoordBrabant_55/2020	2183
Netherlands/NoordBrabant_56/2020	1516
Netherlands/NoordBrabant_6/2020	1469
Netherlands/NoordBrabant_69/2020	1487
Netherlands/NoordBrabant_74/2020	77
Netherlands/NoordBrabant_75/2020	1158
Netherlands/NoordBrabant_76/2020	955
Netherlands/NoordBrabant_85/2020	77
Netherlands/NoordBrabant_86/2020	344
Netherlands/NoordBrabant_87/2020	1206
Netherlands/NoordBrabant_93/2020	1148
Netherlands/NoordHolland_1/2020	2137
Netherlands/NoordHolland_10001/2020	1824
Netherlands/NoordHolland_10002/2020	1829
Netherlands/NoordHolland_10006/2020	1394
Netherlands/NoordHolland_10008/2020	779
Netherlands/NoordHolland_2/2020	2027
Netherlands/Nootdorp_1364222/2020	2077
Netherlands/Oisterwijk_1364072/2020	1340
Netherlands/Oss_1363500/2020	1126
Netherlands/Overijssel_1/2020	2282
Netherlands/Overijssel_2-2/2020	1120
Netherlands/Overijssel_2/2020	2070
Netherlands/Rotterdam_1363790/2020	1336
Netherlands/Rotterdam_1364040/2020	1109
Netherlands/Rotterdam_1364740/2020	2137
Netherlands/Tilburg_1363354/2020	1146
Netherlands/Tilburg_1364286/2020	2077
Netherlands/un-EMC-747/2020	1110
Netherlands/UT-RIVM-10046/2020	1123
Netherlands/UT-RIVM-10077/2020	1101
Netherlands/UT-RIVM-10080/2020	1121
Netherlands/UT-RIVM-10082/2020	170
Netherlands/UT-RIVM-10090/2020	1118
Netherlands/UT-RIVM-10091/2020	2252
Netherlands/Utrecht_1/2020	2135
Netherlands/Utrecht_10/2020	2318
Netherlands/Utrecht_10007/2020	1119
Netherlands/Utrecht_11/2020	216
Netherlands/Utrecht_12/2020	1337
Netherlands/Utrecht_13/2020	2317
Netherlands/Utrecht_1363564/2020	621
Netherlands/Utrecht_1363628/2020	619
Netherlands/Utrecht_1364066/2020	1340
Netherlands/Utrecht_14-2/2020	1163
Netherlands/Utrecht_14/2020	2284
Netherlands/Utrecht_15/2020	2186
Netherlands/Utrecht_16/2020	1102
Netherlands/Utrecht_2/2020	2265
Netherlands/Utrecht_21/2020	2280
Netherlands/Utrecht_22/2020	2149
Netherlands/Utrecht_3/2020	61
Netherlands/Utrecht_4/2020	2282
Netherlands/Utrecht_46/2020	2280
Netherlands/Utrecht_47/2020	1110
Netherlands/Utrecht_5/2020	2137
Netherlands/Utrecht_6/2020	620
Netherlands/Utrecht_7/2020	2282
Netherlands/Utrecht_8/2020	213
Netherlands/Zeewolde_1365080/2020	216
Netherlands/ZH-RIVM-10076/2020	168
Netherlands/ZH-RIVM-10079/2020	168
Netherlands/ZuidHolland_1/2020	2282
Netherlands/ZuidHolland_10/2020	2137
Netherlands/ZuidHolland_10004/2020	1904
Netherlands/ZuidHolland_10005/2020	1871
Netherlands/ZuidHolland_11/2020	2319
Netherlands/ZuidHolland_13/2020	1997
Netherlands/ZuidHolland_14/2020	2316
Netherlands/ZuidHolland_15/2020	2246
Netherlands/ZuidHolland_16/2020	1395
Netherlands/ZuidHolland_17/2020	345
Netherlands/ZuidHolland_18/2020	2245
Netherlands/ZuidHolland_19/2020	2246
Netherlands/ZuidHolland_2/2020	2283
Netherlands/ZuidHolland_20/2020	2247
Netherlands/ZuidHolland_21/2020	1339
Netherlands/ZuidHolland_22/2020	2280
Netherlands/ZuidHolland_24/2020	2316
Netherlands/ZuidHolland_25/2020	2137
Netherlands/ZuidHolland_26/2020	2183
Netherlands/ZuidHolland_27/2020	1236
Netherlands/ZuidHolland_28/2020	1903
Netherlands/ZuidHolland_29/2020	2137
Netherlands/ZuidHolland_32/2020	1122
Netherlands/ZuidHolland_5/2020	416
Netherlands/ZuidHolland_6/2020	2263
Netherlands/ZuidHolland_7/2020	1338
Netherlands/ZuidHolland_8/2020	1467
Netherlands/ZuidHolland_9/2020	415
Norway/1379/2020	1747
Norway/1443/2020	1356
Norway/1455/2020	1357
Norway/1493/2020	1358
Norway/1494/2020	1355
Norway/1495/2020	147
Norway/1526/2020	583
Norway/1538/2020	1360
Norway/1539/2020	1359
Norway/1694/2020	1354
Norway/1772/2020	130
Norway/1781/2020	763
Norway/1811/2020	139
Norway/1949/2020	816
Norway/1951/2020	777
Norway/2084/2020	771
Poland/PL_P1/2020	1222
Poland/PL_P31/2020	375
Poland/PL_P40/2020	67
Portugal/CV62/2020	2334
Portugal/CV63/2020	380
Portugal/PT0001b/2020	2324
Portugal/PT0003/2020	382
Portugal/PT0004/2020	382
Portugal/PT0005/2020	131
Portugal/PT0006a/2020	384
Portugal/PT0006b/2020	383
Portugal/PT0007/2020	1773
Portugal/PT0008/2020	1981
Portugal/PT0009/2020	1906
Portugal/PT0010/2020	1773
Portugal/PT0011/2020	382
Portugal/PT0012/2020	39
Portugal/PT0013/2020	35
Portugal/PT0014/2020	35
Portugal/PT0025/2020	382
Portugal/PT0026/2020	1906
Portugal/PT0027/2020	382
Portugal/PT0028/2020	1773
Portugal/PT0029/2020	1906
Portugal/PT0030/2020	1906
Portugal/PT0285/2020	382
Portugal/PT0286a/2020	2074
Portugal/PT0287/2020	1458
Slovakia/SK-BMC1/2020	146
Slovakia/SK-BMC2/2020	843
Slovakia/SK-BMC5/2020	846
Slovakia/SK-BMC6/2020	1144
Slovenia/4584/2020	366
Slovenia/808/2020	1712
Spain/AN-IBV-001874/2020	89
Spain/AN-IBV-001875/2020	90
Spain/AN-IBV-001876/2020	851
Spain/AN-IBV-001922/2020	927
Spain/AN-IBV-001924/2020	1029
Spain/AN-IBV-002836/2020	672
Spain/AN-IBV-002841/2020	1036
Spain/AN-IBV-002842/2020	1037
Spain/AN-ISCIII-201257/2020	1097
Spain/AN-ISCIII-201272/2020	1719
Spain/AN-ISCIII-201273/2020	1721
Spain/AN-ISCIII-201373/2020	1341
Spain/AN-ISCIII-201488/2020	811
Spain/AN-ISCIII-201613/2020	899
Spain/AN-ISCIII-201614/2020	884
Spain/AN-ISCIII-201615/2020	1278
Spain/AN-ISCIII-201616/2020	1213
Spain/AN-ISCIII-201617/2020	1080
Spain/AN-ISCIII-201618/2020	1209
Spain/AN-ISCIII-201620/2020	891
Spain/AN-ISCIII-201622/2020	898
Spain/AN-ISCIII-201623/2020	890
Spain/AN-ISCIII-201636/2020	1277
Spain/AN-ISCIII-201649/2020	872
Spain/AR-IBV-2471/2020	1365
Spain/AR-IBV-2481/2020	1749
Spain/AR-ISCIII-201435/2020	1379
Spain/AR-ISCIII-201441/2020	1348
Spain/AR-ISCIII-201587/2020	1380
Spain/AR-ISCIII-201588/2020	1342
Spain/AR-ISCIII-201596/2020	1374
Spain/AR-ISCIII-201597/2020	1374
Spain/AR-ISCIII-201664/2020	1371
Spain/AR-ISCIII-201665/2020	1368
Spain/AR-ISCIII-201672/2020	1452
Spain/AR-ISCIII-201673/2020	1371
Spain/AR-ISCIII-201687/2020	1375
Spain/AR-ISCIII-201688/2020	1381
Spain/AR-ISCIII-201689/2020	1347
Spain/AR-ISCIII-201690/2020	1346
Spain/AR-ISCIII-201692/2020	1371
Spain/AR-ISCIII-201693/2020	1376
Spain/AR-ISCIII-201778/2020	1367
Spain/AR-ISCIII-201779/2020	1377
Spain/AR-ISCIII-201780/2020	1373
Spain/AR-ISCIII-201781/2020	1748
Spain/AR-ISCIII-201782/2020	1750
Spain/AR-ISCIII-201784/2020	1369
Spain/AR-ISCIII-201848/2020	1378
Spain/AR-ISCIII-201849/2020	1372
Spain/AR-ISCIII-201850/2020	1370
Spain/CL-ISCIII-201061/2020	475
Spain/CL-ISCIII-201323/2020	918
Spain/CL-ISCIII-201372/2020	918
Spain/CL-ISCIII-201437/2020	915
Spain/CM-ISCIII-201306/2020	381
Spain/CM-ISCIII-201328/2020	1099
Spain/CM-ISCIII-201329/2020	1098
Spain/CN-ISCIII-201048/2020	2361
Spain/CN-ISCIII-201495/2020	921
Spain/CN-ISCIII-201810/2020	886
Spain/CN-ISCIII-201811/2020	885
Spain/CN-ISCIII-201939/2020	2115
Spain/CT-IBV-003176/2020	671
Spain/CT-IBV-003177/2020	443
Spain/CT-ISCIII-202044/2020	525
Spain/CT-ISCIII-202045/2020	1466
Spain/CT-ISCIII-202050/2020	467
Spain/CT-ISCIII-202052/2020	1745
Spain/CT-ISCIII-209818/2020	452
Spain/CT-ISCIII-34696/2020	1792
Spain/EX-ISCIII-201239/2020	160
Spain/EX-ISCIII-201248/2020	1096
Spain/EX-ISCIII-201654/2020	1104
Spain/EX-ISCIII-201655/2020	1371
Spain/EX-ISCIII-201899/2020	473
Spain/GA-ISCIII-201663/2020	433
Spain/GA-ISCIII-201792/2020	974
Spain/GA-ISCIII-201793/2020	975
Spain/GA-ISCIII-201794/2020	1049
Spain/GA-ISCIII-201796/2020	1047
Spain/GA-ISCIII-201797/2020	1048
Spain/IB-IBV-99007182/2020	166
Spain/IB-IBV-99007192/2020	440
Spain/IB-IBV-99007204/2020	454
Spain/IB-IBV-99007216/2020	472
Spain/IB-IBV-99007240/2020	129
Spain/IB-IBV-99007252/2020	134
Spain/IB-IBV-99007264/2020	1922
Spain/MD-H12-13/2020	869
Spain/MD-H12-1301/2020	441
Spain/MD-H12-36/2020	1063
Spain/MD-H12-61/2020	1095
Spain/MD-H12-H12-1502/2020	448
Spain/MD-H12-H12-1703/2020	449
Spain/MD-H12-LP11-2271/2020	864
Spain/MD-H12-LP16-6193/2020	865
Spain/MD-H12-LP19-4952/2020	868
Spain/MD-H12-LP22-5885/2020	869
Spain/MD-H12-LP23-5852/2020	438
Spain/MD-H12-LP24-5999/2020	439
Spain/MD-H12-LP32/2020	444
Spain/MD-H12-R11/2020	867
Spain/MD-H12-R17/2020	866
Spain/MD-H12-R20/2020	1090
Spain/MD-H12-R25/2020	871
Spain/MD-HLP-112/2020	431
Spain/MD-HLP-113/2020	1273
Spain/MD-HLP-H2-16/2020	1364
Spain/MD-HLP-LP10-12/2020	880
Spain/MD-HLP-LP12-21/2020	361
Spain/MD-HLP-LP14-3/2020	1559
Spain/MD-HLP-LP15-4/2020	462
Spain/MD-HLP-R10-33/2020	889
Spain/MD-HLP-R2-15/2020	1103
Spain/MD-HLP-R5-8/2020	1083
Spain/MD-IBV-004898/2020	926
Spain/MD-IBV-004899/2020	1085
Spain/MD-IBV-004900/2020	1091
Spain/MD-IBV-004901/2020	1092
Spain/MD-IBV-004902/2020	1084
Spain/MD-IBV-004903/2020	1088
Spain/MD-IBV-005279/2020	870
Spain/MD-IBV-005280/2020	863
Spain/MD-IBV-006434/2020	1064
Spain/MD-ISCIII-201105/2020	476
Spain/MD-ISCIII-201276/2020	1094
Spain/MD-ISCIII-201442/2020	433
Spain/MD-ISCIII-201449/2020	1093
Spain/MD-ISCIII-201706/2020	453
Spain/MD-ISCIII-201709/2020	468
Spain/MD-ISCIII-201738/2020	1366
Spain/NA-ISCIII-201944/2020	892
Spain/NA-ISCIII-201945/2020	893
Spain/NA-ISCIII-201951/2020	924
Spain/NA-ISCIII-201952/2020	895
Spain/NC-IBV-001358/2020	930
Spain/NC-IBV-001359/2020	935
Spain/PV-IBV-000664/2020	1020
Spain/PV-IBV-000665/2020	983
Spain/PV-IBV-000666/2020	1000
Spain/PV-IBV-000669/2020	1022
Spain/PV-IBV-000670/2020	1008
Spain/PV-IBV-000677/2020	973
Spain/PV-IBV-000678/2020	1014
Spain/PV-IBV-000682/2020	978
Spain/PV-IBV-000683/2020	1038
Spain/PV-IBV-000685/2020	1034
Spain/PV-IBV-000686/2020	1039
Spain/PV-IBV-000689/2020	982
Spain/PV-IBV-000690/2020	1023
Spain/PV-IBV-000691/2020	985
Spain/PV-IBV-000692/2020	1033
Spain/PV-IBV-000693/2020	1032
Spain/PV-IBV-000694/2020	999
Spain/PV-IBV-000695/2020	979
Spain/PV-IBV-000696/2020	972
Spain/PV-IBV-000697/2020	990
Spain/PV-IBV-000698/2020	1021
Spain/PV-IBV-000699/2020	970
Spain/PV-IBV-000702/2020	1009
Spain/PV-IBV-000703/2020	988
Spain/PV-IBV-000704/2020	991
Spain/PV-IBV-000705/2020	1018
Spain/PV-IBV-000706/2020	931
Spain/PV-IBV-000707/2020	1035
Spain/PV-IBV-000708/2020	1031
Spain/PV-IBV-000709/2020	1001
Spain/PV-IBV-000710/2020	1002
Spain/PV-IBV-000712/2020	971
Spain/PV-IBV-000714/2020	994
Spain/PV-IBV-000715/2020	1015
Spain/PV-IBV-000716/2020	1027
Spain/PV-IBV-000717/2020	986
Spain/PV-IBV-000718/2020	1012
Spain/PV-IBV-000721/2020	947
Spain/PV-IBV-000727/2020	986
Spain/PV-IBV-000728/2020	1004
Spain/PV-IBV-000729/2020	1006
Spain/PV-IBV-000730/2020	1007
Spain/PV-IBV-000736/2020	993
Spain/PV-IBV-000737/2020	1005
Spain/PV-IBV-000738/2020	987
Spain/PV-IBV-000744/2020	1025
Spain/PV-IBV-000748/2020	984
Spain/PV-IBV-000749/2020	992
Spain/PV-IBV-000750/2020	986
Spain/PV-IBV-000751/2020	977
Spain/PV-IBV-000752/2020	966
Spain/PV-IBV-000756/2020	980
Spain/PV-IBV-000758/2020	1089
Spain/PV-IBV-000759/2020	981
Spain/PV-IBV-000766/2020	989
Spain/PV-IBV-000769/2020	933
Spain/PV-IBV-000775/2020	962
Spain/PV-IBV-000778/2020	1010
Spain/PV-IBV-000779/2020	965
Spain/PV-IBV-000783/2020	1016
Spain/PV-IBV-000784/2020	1024
Spain/PV-IBV-000786/2020	1019
Spain/PV-IBV-000792/2020	954
Spain/PV-IBV-000793/2020	942
Spain/PV-IBV-000794/2020	967
Spain/PV-IBV-000796/2020	946
Spain/PV-IBV-000804/2020	1011
Spain/PV-IBV-000805/2020	1013
Spain/PV-IBV-000806/2020	961
Spain/PV-IBV-000812/2020	940
Spain/PV-IBV-000860/2020	1046
Spain/PV-IBV-001608/2020	995
Spain/PV-IBV-003189/2020	2062
Spain/PV-IBV-003190/2020	465
Spain/PV-IBV-003191/2020	1075
Spain/PV-IBV-003193/2020	1087
Spain/PV-IBV-003194/2020	1055
Spain/PV-IBV-003195/2020	929
Spain/PV-ISCIII-201382/2020	917
Spain/PV-ISCIII-201385/2020	976
Spain/PV-ISCIII-201388/2020	916
Spain/PV-ISCIII-201491/2020	474
Spain/PV-ISCIII-201492/2020	606
Spain/PV-ISCIII-201493/2020	894
Spain/PV-ISCIII-201602/2020	900
Spain/PV-ISCIII-201607/2020	914
Spain/PV-ISCIII-201920/2020	474
Spain/RI-IBV-005956/2020	902
Spain/RI-IBV-005957/2020	934
Spain/RI-IBV-005958/2020	1070
Spain/RI-IBV-005959/2020	1077
Spain/RI-IBV-005960/2020	1062
Spain/RI-IBV-005961/2020	1058
Spain/RI-IBV-005962/2020	1051
Spain/RI-IBV-005963/2020	1053
Spain/RI-IBV-005964/2020	912
Spain/RI-IBV-005965/2020	905
Spain/RI-IBV-005966/2020	906
Spain/RI-IBV-005967/2020	904
Spain/RI-IBV-005968/2020	959
Spain/RI-IBV-005974/2020	957
Spain/RI-IBV-006028/2020	960
Spain/RI-IBV-98002288/2020	1086
Spain/RI-IBV-98002289/2020	1076
Spain/RI-IBV-98002290/2020	1073
Spain/RI-IBV-98002291/2020	969
Spain/RI-IBV-98002292/2020	1045
Spain/RI-IBV-98002293/2020	1059
Spain/RI-IBV-98002294/2020	932
Spain/RI-IBV-98002295/2020	1026
Spain/RI-IBV-98002296/2020	1054
Spain/RI-IBV-98002297/2020	1074
Spain/RI-IBV-98002298/2020	1040
Spain/RI-IBV-98002299/2020	911
Spain/RI-IBV-98002300/2020	1030
Spain/RI-IBV-98002301/2020	964
Spain/RI-IBV-98002302/2020	1078
Spain/RI-IBV-98002303/2020	1041
Spain/RI-IBV-98002304/2020	1017
Spain/RI-IBV-98002364/2020	909
Spain/RI-IBV-98002365/2020	958
Spain/RI-IBV-98002381/2020	907
Spain/RI-IBV-99005859/2020	896
Spain/RI-IBV-99005860/2020	941
Spain/RI-IBV-99005861/2020	903
Spain/RI-IBV-99005862/2020	998
Spain/RI-IBV-99005863/2020	928
Spain/RI-IBV-99005864/2020	1044
Spain/RI-IBV-99005865/2020	963
Spain/RI-IBV-99005866/2020	1061
Spain/RI-IBV-99005867/2020	944
Spain/RI-IBV-99005868/2020	1052
Spain/RI-IBV-99005869/2020	945
Spain/RI-IBV-99005870/2020	1057
Spain/RI-IBV-99005873/2020	1056
Spain/RI-IBV-99005874/2020	908
Spain/RI-IBV-99005875/2020	910
Spain/RI-IBV-h2285/2020	925
Spain/RI-IBV-h2286/2020	956
Spain/RI-IBV-h2287/2020	1028
Spain/RI-ISCIII-201277/2020	919
Spain/RI-ISCIII-201334/2020	913
Spain/RI-ISCIII-201563/2020	1050
Spain/RI-ISCIII-201564/2020	997
Spain/RI-ISCIII-201565/2020	1060
Spain/RI-ISCIII-201566/2020	1043
Spain/RI-ISCIII-201568/2020	887
Spain/RI-ISCIII-201569/2020	897
Spain/RI-ISCIII-201570/2020	1079
Spain/RI-ISCIII-201571/2020	888
Spain/RI-ISCIII-201572/2020	1105
Spain/RI-ISCIII-201573/2020	996
Spain/RI-ISCIII-201574/2020	920
Spain/RI-ISCIII-201575/2020	920
Spain/RI-ISCIII-201576/2020	1069
Spain/VC-FISABIO-1/2020	464
Spain/VC-FISABIO-12/2020	952
Spain/VC-FISABIO-13/2020	450
Spain/VC-FISABIO-14/2020	951
Spain/VC-FISABIO-15/2020	950
Spain/VC-FISABIO-19/2020	1071
Spain/VC-FISABIO-2/2020	1003
Spain/VC-FISABIO-20/2020	1042
Spain/VC-FISABIO-22/2020	936
Spain/VC-FISABIO-266/2020	1072
Spain/VC-FISABIO-27/2020	952
Spain/VC-FISABIO-28/2020	949
Spain/VC-FISABIO-29/2020	1068
Spain/VC-FISABIO-3/2020	939
Spain/VC-FISABIO-30/2020	948
Spain/VC-FISABIO-31/2020	937
Spain/VC-FISABIO-32/2020	952
