Strain	T5
Germany/BE-ChVir-D658-5/2020	2982
Germany/BE-ChVir-D665-6/2020	2982
Germany/BE-ChVir-D666-2/2020	2982
Germany/BE-ChVir-D667-7/2020	2982
Germany/BE-ChVir-D670-9/2020	2979
Germany/BE-ChVir-D671-8/2020	2982
Germany/BE-ChVir-D672-4/2020	2982
Germany/BE-ChVir-D679-14/2020	3238
Germany/BE-ChVir-D710-10/2020	129
Germany/BE-ChVir-D711-11/2020	181
Germany/BE-ChVir-D712-1/2020	58
Germany/BE-ChVir-D715-D799-17/2020	3222
Germany/BE-ChVir-D717-D761-12/2020	2977
Germany/BE-ChVir-D718-3/2020	147
Germany/BE-ChVir-D929-15/2020	86
Germany/BE-ChVir-W1191-13/2020	63
Germany/BE-ChVir-W1248-16/2020	3222
Germany/BW-ChVir-1577/2020	919
Germany/BW-RKI-N-0001/2020	3207
Germany/BY-BIM-Pat3/2020	2328
Germany/BY-ChVir-1017/2020	1377
Germany/BY-ChVir-1019/2020	1378
Germany/BY-ChVir-1020/2020	1379
Germany/BY-ChVir-1289/2020	1378
Germany/BY-ChVir-1356/2020	1378
Germany/BY-ChVir-1482/2020	1378
Germany/BY-ChVir-1483/2020	1378
Germany/BY-ChVir-929-2/2020	1379
Germany/BY-ChVir-929/2020	1379
Germany/BY-MVP-0001/2020	1758
Germany/BY-MVP-0002/2020	1170
Germany/BY-MVP-0009/2020	1151
Germany/BY-MVP-0010/2020	3252
Germany/BY-MVP-0017/2020	1292
Germany/BY-MVP-0023/2020	545
Germany/BY-MVP-0029/2020	523
Germany/BY-MVP-0030/2020	545
Germany/BY-MVP-0034/2020	620
Germany/BY-MVP-0035/2020	219
Germany/BY-MVP-0045/2020	1147
Germany/BY-MVP-0046/2020	2221
Germany/BY-MVP-0047/2020	1244
Germany/BY-MVP-0048/2020	1170
Germany/BY-MVP-0049/2020	1169
Germany/BY-MVP-0050/2020	1027
Germany/BY-MVP-0051/2020	1167
Germany/BY-MVP-0052/2020	1170
Germany/BY-MVP-0110/2020	207
Germany/BY-MVP-V2010492/2020	1172
Germany/BY-MVP-V2010837/2020	1269
Germany/BY-MVP-V2010840/2020	3252
Germany/BY-MVP-V2011376/2020	1171
Germany/BY-MVP-V2011395/2020	1758
Germany/BY-MVP-V2011463/2020	2221
Germany/BY-V2010486/2020	1188
Germany/HE-FFM3/2020	837
Germany/HE-FFM4/2020	754
Germany/HE-FFM5/2020	2215
Germany/HE-FFM6/2020	755
Germany/NW-HHU-01/2020	2219
Germany/NW-HHU-011/2020	1208
Germany/NW-HHU-02-1/2020	2282
Germany/NW-HHU-03/2020	2280
Germany/NW-HHU-04/2020	2217
Germany/NW-HHU-05/2020	2296
Germany/NW-HHU-06/2020	2299
Germany/NW-HHU-07/2020	2218
Germany/NW-HHU-08/2020	2219
Germany/NW-HHU-09/2020	2284
Germany/NW-HHU-10/2020	2295
Germany/NW-HHU-12/2020	513
Germany/NW-HHU-13/2020	735
Germany/NW-HHU-14/2020	2299
Germany/NW-HHU-15/2020	79
Germany/NW-HHU-16/2020	2299
Germany/NW-HHU-17/2020	2299
Germany/NW-HHU-18/2020	513
Germany/NW-HHU-19/2020	901
Germany/NW-HHU-20/2020	513
Germany/NW-HHU-21/2020	513
Germany/NW-HHU-22/2020	513
Germany/NW-HHU-24/2020	332
Germany/NW-HHU-25/2020	379
Germany/NW-HHU-26/2020	513
Germany/NW-HHU-27/2020	573
Germany/NW-HHU-28/2020	366
Germany/NW-HHU-29/2020	402
Germany/NW-HHU-30/2020	2996
Germany/NW-HHU-31/2020	1862
Germany/NW-HHU-32/2020	574
Germany/NW-HHU-49/2020	533
Germany/NW-HHU-50/2020	2291
Germany/NW-HHU-51/2020	627
Germany/NW-HHU-52/2020	377
Germany/NW-HHU-53/2020	559
Germany/NW-HHU-56/2020	2299
Germany/NW-HHU-59/2020	2296
Germany/NW-HHU-60/2020	2293
Germany/NW-HHU-61/2020	2299
Germany/NW-HHU-63/2020	2288
Germany/NW-HHU-64/2020	2282
Germany/NW-HHU-66/2020	2311
Germany/NW-HHU-69/2020	2294
Germany/NW-HHU-72/2020	2292
Germany/NW-HHU-77/2020	609
Germany/NW-HHU-78/2020	623
Germany/NW-IMVUM_FI1103201/2020	735
Greece/127_HPI/2020	2988
Greece/133/2020	275
Greece/134/2020	1576
Greece/135/2020	1029
Greece/136/2020	728
Greece/137/2020	725
Greece/138/2020	1029
Greece/139/2020	1029
Greece/140/2020	812
Greece/141/2020	727
Greece/142/2020	1029
Greece/148/2020	1029
Greece/149/2020	2281
Greece/149_32357/2020	2281
Greece/150/2020	1468
Greece/151/2020	1029
Greece/152_33705/2020	1039
Greece/153_33892/2020	731
Greece/202_32984/2020	726
Greece/203_33026/2020	1303
Greece/204_33112/2020	34
Greece/205_33490/2020	1030
Greece/206_33492/2020	1303
Greece/207_33548/2020	1303
Greece/208_33922/2020	726
Greece/209_33926/2020	1089
Greece/210_33942/2020	730
Greece/212_34023/2020	544
Greece/213_34051/2020	2038
Greece/214_34505/2020	2035
Greece/219_35198/2020	1303
Greece/221_33038/2020	1662
Greece/227_35969/2020	953
Greece/234_31670/2020	280
Greece/235_31783/2020	1303
Greece/236_31815/2020	1469
Greece/237_31890/2020	283
Greece/238_31927/2020	1303
Greece/239_32178/2020	1303
Greece/243_32202/2020	22
Greece/244_32204/2020	11
Greece/246_32206/2020	282
Greece/247_32207/2020	1303
Greece/248_32261/2020	276
Greece/250_32267/2020	1303
Greece/251_32400/2020	729
Greece/254_32422/2020	1303
Greece/255_32525/2020	1303
Greece/259_31928/2020	1303
Greece/260_32216/2020	1788
Greece/261_32221/2020	1351
Greece/262_32443/2020	1303
Greece/263_32477/2020	1303
Greece/264_32497/2020	1298
Greece/AUTH_1/2020	1584
Iceland/1/2020	85
Iceland/101/2020	499
Iceland/102/2020	2651
Iceland/103/2020	2962
Iceland/106/2020	403
Iceland/107/2020	99
Iceland/108/2020	94
Iceland/109/2020	538
Iceland/110/2020	336
Iceland/111/2020	2992
Iceland/112/2020	2652
Iceland/113/2020	1269
Iceland/114/2020	1190
Iceland/12/2020	1163
Iceland/123/2020	1073
Iceland/124/2020	432
Iceland/125/2020	501
Iceland/126/2020	1145
Iceland/127/2020	197
Iceland/128/2020	2779
Iceland/129/2020	1143
Iceland/13/2020	2159
Iceland/130/2020	1144
Iceland/131/2020	1523
Iceland/132/2020	522
Iceland/133/2020	3090
Iceland/134/2020	298
Iceland/135/2020	1522
Iceland/137/2020	2777
Iceland/139/2020	2779
Iceland/14/2020	2972
Iceland/141/2020	2088
Iceland/142/2020	2316
Iceland/144/2020	1143
Iceland/145/2020	2783
Iceland/146/2020	1042
Iceland/147/2020	464
Iceland/148/2020	2651
Iceland/149/2020	2855
Iceland/15/2020	1197
Iceland/150/2020	215
Iceland/151/2020	1506
Iceland/152/2020	2779
Iceland/153/2020	1143
Iceland/155/2020	3090
Iceland/156/2020	223
Iceland/157/2020	130
Iceland/158/2020	337
Iceland/159/2020	324
Iceland/16/2020	1197
Iceland/160/2020	1552
Iceland/161/2020	552
Iceland/162/2020	1523
Iceland/163/2020	2844
Iceland/164/2020	2845
Iceland/165/2020	2779
Iceland/166/2020	2239
Iceland/167/2020	2779
Iceland/168/2020	2782
Iceland/169/2020	2780
Iceland/17/2020	1206
Iceland/171/2020	2779
Iceland/172/2020	2780
Iceland/173/2020	436
Iceland/176/2020	2855
Iceland/177/2020	2782
Iceland/178/2020	1042
Iceland/18/2020	466
Iceland/19/2020	1155
Iceland/192/2020	3090
Iceland/20/2020	2963
Iceland/21/2020	1162
Iceland/22/2020	1139
Iceland/23/2020	1163
Iceland/24/2020	1192
Iceland/25/2020	335
Iceland/26/2020	1178
Iceland/27/2020	458
Iceland/3/2020	2846
Iceland/30/2020	421
Iceland/31/2020	538
Iceland/32/2020	1179
Iceland/326/2020	1521
Iceland/327/2020	408
Iceland/328/2020	1521
Iceland/329/2020	1521
Iceland/33/2020	1140
Iceland/330/2020	1629
Iceland/331/2020	1521
Iceland/332/2020	1523
Iceland/333/2020	1141
Iceland/334/2020	861
Iceland/335/2020	855
Iceland/337/2020	2030
Iceland/338/2020	2029
Iceland/339/2020	1403
Iceland/34/2020	1162
Iceland/340/2020	1404
Iceland/341/2020	1401
Iceland/35/2020	1287
Iceland/36/2020	538
Iceland/37/2020	1154
Iceland/39/2020	414
Iceland/4/2020	778
Iceland/40/2020	403
Iceland/44/2020	462
Iceland/45/2020	415
Iceland/46/2020	1190
Iceland/47/2020	458
Iceland/48/2020	467
Iceland/49/2020	1186
Iceland/5/2020	2783
Iceland/50/2020	1162
Iceland/51/2020	473
Iceland/52/2020	478
Iceland/53/2020	214
Iceland/54/2020	1164
Iceland/55/2020	463
Iceland/56/2020	1142
Iceland/57/2020	441
Iceland/59/2020	403
Iceland/6/2020	441
Iceland/60/2020	461
Iceland/61/2020	335
Iceland/62/2020	1145
Iceland/63/2020	299
Iceland/64/2020	474
Iceland/65/2020	432
Iceland/66/2020	474
Iceland/67/2020	463
Iceland/69/2020	2972
Iceland/7/2020	2854
Iceland/70/2020	1280
Iceland/72/2020	1205
Iceland/73/2020	1192
Iceland/74/2020	517
Iceland/75/2020	304
Iceland/76/2020	1162
Iceland/77/2020	1161
Iceland/78/2020	1278
Iceland/79/2020	1143
Iceland/8/2020	1523
Iceland/80/2020	403
Iceland/81/2020	441
Iceland/82/2020	1280
Iceland/83/2020	1125
Iceland/84/2020	538
Iceland/86/2020	1162
Iceland/87/2020	1190
Iceland/88/2020	475
Iceland/89/2020	1190
Iceland/90/2020	521
Iceland/91/2020	406
Iceland/92/2020	1205
Iceland/93/2020	3228
Iceland/94/2020	1402
Iceland/95/2020	360
Iceland/96/2020	582
Iceland/97/2020	1145
Iceland/99/2020	1310
Iceland/LUH-01/2020	85
Ireland/CO-NVRL-20134/2020	2043
Ireland/CO-NVRL-22361/2020	695
Ireland/CO-PHW-2/2020	1906
Ireland/D-NVRL-19072/2020	1195
Ireland/D-NVRL-21145/2020	1258
Ireland/D-NVRL-22428/2020	1307
Ireland/D-NVRL-24042/2020	1484
Ireland/LH-NVRL-22901/2020	1774
Ireland/LK-NVRL-19933/2020	625
Ireland/LK-NVRL-19934/2020	171
Ireland/LK-NVRL-19935/2020	594
Ireland/TA-NVRL-21023/2020	1131
Ireland/WW-NVRL-24052/2020	901
Italy/ABR-IZSGC-484/2020	2857
Italy/ABR-IZSGC-TE4880/2020	751
Italy/ABR-IZSGC-TE4925/2020	113
Italy/ABR-IZSGC-TE4953/2020	1007
Italy/ABR-IZSGC-TE4959/2020	752
Italy/APU-UniMI-CL1/2020	179
Italy/AVA-AMVRC-4870/2020	837
Italy/AVA-AMVRC-4875/2020	909
Italy/EMR-AMVRC-206/2020	63
Italy/FVG-ICGEB-S1/2020	2977
Italy/FVG-ICGEB-S26/2020	2978
Italy/FVG-ICGEB-S5/2020	640
Italy/FVG-ICGEB-S8/2020	148
Italy/FVG-ICGEB-S9/2020	2981
Italy/LAZ-INMI-8/2020	3209
Italy/LAZ-INMI-SPL1/2020	2167
Italy/LAZ-INMI10/2020	65
Italy/LAZ-INMI16/2020	322
Italy/LAZ-INMI17/2020	2853
Italy/LAZ-INMI3/2020	63
Italy/LAZ-INMI4/2020	1006
Italy/LAZ-INMI5-N/2020	2771
Italy/LAZ-INMI5/2020	2756
Italy/LOM-AMVRC-9/2020	49
Italy/LOM-ASST-10/2020	51
Italy/LOM-ASST-12/2020	814
Italy/LOM-ASST-19/2020	125
Italy/LOM-ASST-2/2020	588
Italy/LOM-ASST-20/2020	2847
Italy/LOM-ASST-3/2020	147
Italy/LOM-ASST-4/2020	52
Italy/LOM-ASST-5/2020	1380
Italy/LOM-ASST-6/2020	2840
Italy/LOM-ASST-7/2020	701
Italy/LOM-ASST-8/2020	147
Italy/LOM-ASST-AMC2-1245/2020	2857
Italy/LOM-ASST-CDG1/2020	2992
Italy/LOM-INMI-10734/2020	2907
Italy/LOM-INMI-11550/2020	3244
Italy/LOM-INMI-11951/2020	2769
Italy/LOM-INMI-12578/2020	64
Italy/LOM-INMI-13075-B/2020	2939
Italy/LOM-INMI-13075-N/2020	2939
Italy/LOM-INMI-13221/2020	147
Italy/LOM-INMI-5314-B/2020	3255
Italy/LOM-INMI-5314-N/2020	2960
Italy/LOM-INMI-5925/2020	52
Italy/LOM-INMI-7070/2020	147
Italy/LOM-INMI-8058/2020	3229
Italy/LOM-INMI-9206/2020	147
Italy/LOM-INMI-9214/2020	3246
Italy/LOM-INMI-9491/2020	787
Italy/LOM-INMI-9675/2020	2621
Italy/LOM-INMI-BG-11639/2020	884
Italy/LOM-INMI-BG-5825/2020	2843
Italy/LOM-INMI-BG-7158/2020	787
Italy/LOM-INMI-BG-9209/2020	2769
Italy/LOM-INMI-BG-9225/2020	2843
Italy/LOM-INMI-BS-12256/2020	2769
Italy/LOM-UniMI-L100/2020	788
Italy/LOM-UniMI-L101/2020	953
Italy/LOM-UniMI-L102/2020	1050
Italy/LOM-UniMI-L103/2020	866
Italy/LOM-UniMI-L104/2020	3232
Italy/LOM-UniMI-L105/2020	801
Italy/LOM-UniMI-L106/2020	180
Italy/LOM-UniMI-L107/2020	2916
Italy/LOM-UniMI-L108/2020	795
Italy/LOM-UniMI-L109/2020	180
Italy/LOM-UniMI-L111/2020	1050
Italy/LOM-UniMI-L112/2020	791
Italy/LOM-UniMI-L113/2020	820
Italy/LOM-UniMI-L115/2020	2841
Italy/LOM-UniMI-L116/2020	2922
Italy/LOM-UniMI-L117/2020	2862
Italy/LOM-UniMI-L119/2020	161
Italy/LOM-UniMI-L120/2020	2971
Italy/LOM-UniMI-L122/2020	1050
Italy/LOM-UniMI-L123/2020	798
Italy/LOM-UniMI-L124/2020	790
Italy/LOM-UniMI-L125/2020	2898
Italy/LOM-UniMI-L129/2020	786
Italy/LOM-UniMI-L130/2020	3232
Italy/LOM-UniMI-L148/2020	2864
Italy/LOM-UniMI-L150/2020	663
Italy/LOM-UniMI-L151/2020	771
Italy/LOM-UniMI-L153/2020	955
Italy/LOM-UniMI-L159/2020	911
Italy/LOM-UniMI-L162/2020	1096
Italy/LOM-UniMI-L163/2020	795
Italy/LOM-UniMI-L167/2020	1050
Italy/LOM-UniMI-L169/2020	2985
Italy/LOM-UniMI-L182/2020	1181
Italy/LOM-UniMI-L184/2020	920
Italy/LOM-UniMI-L189/2020	1052
Italy/LOM-UniMI-L190/2020	781
Italy/LOM-UniMI-L204/2020	2767
Italy/LOM-UniMI-L205/2020	1050
Italy/LOM-UniMI-L206/2020	2865
Italy/LOM-UniMI-L207/2020	802
Italy/LOM-UniMI-L208/2020	3242
Italy/LOM-UniMI-L210/2020	212
Italy/LOM-UniMI-L211/2020	1307
Italy/LOM-UniMI-L212/2020	1050
Italy/LOM-UniMI-L213/2020	1050
Italy/LOM-UniMI-L214/2020	800
Italy/LOM-UniMI-L215/2020	180
Italy/LOM-UniMI-L216/2020	3241
Italy/LOM-UniMI-L217/2020	3240
Italy/LOM-UniMI-L218/2020	3233
Italy/LOM-UniMI-L219/2020	816
Italy/LOM-UniMI-L220/2020	2863
Italy/LOM-UniMI-L221/2020	158
Italy/LOM-UniMI-L222/2020	816
Italy/LOM-UniMI-L223/2020	907
Italy/LOM-UniMI-L224/2020	819
Italy/LOM-UniMI-L225/2020	2866
Italy/LOM-UniMI-L226/2020	180
Italy/LOM-UniMI-L227/2020	1050
Italy/LOM-UniMI-L228/2020	2075
Italy/LOM-UniMI-L229/2020	3239
Italy/LOM-UniMI-L230/2020	47
Italy/LOM-UniMI-L239/2020	2862
Italy/LOM-UniMI-L240/2020	1050
Italy/LOM-UniMI-L242/2020	180
Italy/LOM-UniMI-L249/2020	160
Italy/LOM-UniMI-L250/2020	2754
Italy/LOM-UniMI-L251/2020	180
Italy/LOM-UniMI-L252/2020	180
Italy/LOM-UniMI-L253/2020	173
Italy/LOM-UniMI-L254/2020	162
Italy/LOM-UniMI-L256/2020	607
Italy/LOM-UniMI-L257/2020	3229
Italy/LOM-UniMI-L259/2020	68
Italy/LOM-UniMI-L260/2020	180
Italy/LOM-UniMI-L261/2020	180
Italy/LOM-UniMI-L265/2020	630
Italy/LOM-UniMI-L267/2020	3272
Italy/LOM-UniMI-L268/2020	164
Italy/LOM-UniMI-L269/2020	1050
Italy/LOM-UniMI-L270/2020	2920
Italy/LOM-UniMI-L271/2020	1050
Italy/LOM-UniMI-L272/2020	1051
Italy/LOM-UniMI-L273/2020	180
Italy/LOM-UniMI-L274/2020	3206
Italy/LOM-UniMI-L276/2020	2918
Italy/LOM-UniMI-L278/2020	1050
Italy/LOM-UniMI-L279/2020	172
Italy/LOM-UniMI-L280/2020	884
Italy/LOM-UniMI-L281/2020	2963
Italy/LOM-UniMI-L282/2020	687
Italy/LOM-UniMI-L283/2020	172
Italy/LOM-UniMI-L284/2020	2628
Italy/LOM-UniMI-L285/2020	1050
Italy/LOM-UniMI-L286/2020	2965
Italy/LOM-UniMI-L287/2020	2965
Italy/LOM-UniMI-L288/2020	174
Italy/LOM-UniMI-L289/2020	180
Italy/LOM-UniMI-L290/2020	167
Italy/LOM-UniMI-L292/2020	2965
Italy/LOM-UniMI-L293/2020	1050
Italy/LOM-UniMI-L294/2020	168
Italy/LOM-UniMI-L295/2020	1050
Italy/LOM-UniMI-L296/2020	1050
Italy/LOM-UniMI-L299/2020	2760
Italy/LOM-UniMI-L302/2020	180
Italy/LOM-UniMI-L309/2020	1052
Italy/LOM-UniMI-L310/2020	819
Italy/LOM-UniMI-L311/2020	180
Italy/LOM-UniMI-L313/2020	1050
Italy/LOM-UniMI-L314/2020	1047
Italy/LOM-UniMI-L316/2020	2965
Italy/LOM-UniMI-L317/2020	180
Italy/LOM-UniMI-L318/2020	3200
Italy/LOM-UniMI-L319/2020	819
Italy/LOM-UniMI-L321/2020	803
Italy/LOM-UniMI-L322/2020	1050
Italy/LOM-UniMI-L325/2020	2923
Italy/LOM-UniMI-L327/2020	636
Italy/LOM-UniMI-L328/2020	2646
Italy/LOM-UniMI-L329/2020	180
Italy/LOM-UniMI-L330/2020	2970
Italy/LOM-UniMI-L331/2020	180
Italy/LOM-UniMI-L334/2020	3164
Italy/LOM-UniMI-L335/2020	2983
Italy/LOM-UniMI-L342/2020	2987
Italy/LOM-UniMI-L343/2020	57
Italy/LOM-UniMI-L345/2020	2840
Italy/LOM-UniMI-L346/2020	3198
Italy/LOM-UniMI-L347/2020	608
Italy/LOM-UniMI-L348/2020	225
Italy/LOM-UniMI-L350/2020	1050
Italy/LOM-UniMI-L352/2020	176
Italy/LOM-UniMI-L354/2020	225
Italy/LOM-UniMI-L356/2020	3202
Italy/LOM-UniMI-L357/2020	48
Italy/LOM-UniMI-L358/2020	138
Italy/LOM-UniMI-L361/2020	662
Italy/LOM-UniMI-L362/2020	3204
Italy/LOM-UniMI-L363/2020	157
Italy/LOM-UniMI-L364/2020	180
Italy/LOM-UniMI-L366/2020	587
Italy/LOM-UniMI-L367/2020	2759
Italy/LOM-UniMI-L368/2020	2986
Italy/LOM-UniMI-L369/2020	3202
Italy/LOM-UniMI-L370/2020	3205
Italy/LOM-UniMI-L371/2020	212
Italy/LOM-UniMI-L372/2020	2984
Italy/LOM-UniMI-L373/2020	3199
Italy/LOM-UniMI-L378/2020	3202
Italy/LOM-UniMI-L380/2020	954
Italy/LOM-UniMI-L384/2020	157
Italy/LOM-UniMI-L385/2020	2994
Italy/LOM-UniMI-L386/2020	180
Italy/LOM-UniMI-L387/2020	180
Italy/LOM-UniMI-L388/2020	694
Italy/LOM-UniMI-L389/2020	69
Italy/LOM-UniMI-L390/2020	180
Italy/LOM-UniMI-L391/2020	165
Italy/LOM-UniMI-L393/2020	3202
Italy/LOM-UniMI-L394/2020	59
Italy/LOM-UniMI-L395/2020	662
Italy/LOM-UniMI-L396/2020	2917
Italy/LOM-UniMI-L397/2020	953
Italy/LOM-UniMI-L398/2020	2754
Italy/LOM-UniMI-L399/2020	894
Italy/LOM-UniMI-L400/2020	166
Italy/LOM-UniMI-L401/2020	62
Italy/LOM-UniMI-L402/2020	180
Italy/LOM-UniMI-L403/2020	2997
Italy/LOM-UniMI-L404/2020	1050
Italy/LOM-UniMI-L407/2020	3201
Italy/LOM-UniMI-L409/2020	170
Italy/LOM-UniMI-L410/2020	180
Italy/LOM-UniMI-L411/2020	2965
Italy/LOM-UniMI-L412/2020	1050
Italy/LOM-UniMI-L419/2020	3202
Italy/LOM-UniMI-L425/2020	792
Italy/LOM-UniMI-L426/2020	2921
Italy/LOM-UniMI-L427/2020	2602
Italy/LOM-UniMI-L428/2020	2993
Italy/LOM-UniMI-L441/2020	70
Italy/LOM-UniMI-L445/2020	799
Italy/LOM-UniMI-L451/2020	157
Italy/LOM-UniMI-L459/2020	2663
Italy/LOM-UniMI-L478/2020	3232
Italy/LOM-UniMI-L53/2020	2774
Italy/LOM-UniMI-L54/2020	2886
Italy/LOM-UniMI-L55/2020	797
Italy/LOM-UniMI-L56/2020	793
Italy/LOM-UniMI-L57/2020	819
Italy/LOM-UniMI-L58/2020	2924
Italy/LOM-UniMI-L60/2020	2914
Italy/LOM-UniMI-L61/2020	1052
Italy/LOM-UniMI-L62/2020	2915
Italy/LOM-UniMI-L63/2020	2919
Italy/LOM-UniMI-L64/2020	1050
Italy/LOM-UniMI-L65/2020	2987
Italy/LOM-UniMI-L66/2020	173
Italy/LOM-UniMI-L67/2020	3231
Italy/LOM-UniMI-L68/2020	182
Italy/LOM-UniMI-L69/2020	1050
Italy/LOM-UniMI-L70/2020	180
Italy/LOM-UniMI-L71/2020	180
Italy/LOM-UniMI-L73/2020	1041
Italy/LOM-UniMI-L74/2020	180
Italy/LOM-UniMI-L75/2020	1050
Italy/LOM-UniMI-L76/2020	2918
Italy/LOM-UniMI-L77/2020	919
Italy/LOM-UniMI-L78/2020	163
Italy/LOM-UniMI-L79/2020	2918
Italy/LOM-UniMI-L80/2020	2713
Italy/LOM-UniMI-L81/2020	788
Italy/LOM-UniMI-L83/2020	941
Italy/LOM-UniMI-L84/2020	821
Italy/LOM-UniMI-L85/2020	159
Italy/LOM-UniMI-L86/2020	954
Italy/LOM-UniMI-L87/2020	1050
Italy/LOM-UniMI-L88/2020	2918
Italy/LOM-UniMI-L89/2020	1050
Italy/LOM-UniMI-L90/2020	180
Italy/LOM-UniMI-L91/2020	169
Italy/LOM-UniMI-L92/2020	1050
Italy/LOM-UniMI-L93/2020	796
Italy/LOM-UniMI-L94/2020	1050
Italy/LOM-UniMI-L95/2020	1050
Italy/LOM-UniMI-L96/2020	819
Italy/LOM-UniMI-L97/2020	789
Italy/LOM-UniMI-L98/2020	2931
Italy/LOM-UniMI-L99/2020	606
Italy/LOM-UniMI01/2020	53
Italy/LOM-UniMI02/2020	2941
Italy/LOM-UniMI03/2020	617
Italy/LOM-UniSR-1/2020	203
Italy/MAR-UnivPM-1/2020	2883
Italy/MAR-UnivPM-32898/2020	2849
Italy/MAR-UnivPM-34104/2020	2876
Italy/MAR-UnivPM-34117/2020	2851
Italy/MAR-UnivPM-71205/2020	2883
Italy/MAR-UnivPM-73696/2020	2883
Italy/MAR-UnivPM-73702/2020	2883
Italy/MAR-UnivPM-78952/2020	2852
Italy/MAR-UnivPM-78955-2/2020	2875
Italy/MAR-UnivPM-78955/2020	2874
Italy/MOL-AMVRC-2389/2020	837
Italy/PIE-SLL-MS45/2020	591
Italy/PIE-SLL-MS46/2020	590
Italy/SIC-AMVRC-4411/2020	780
Italy/TAA-AMVRC-2629/2020	3238
Italy/TUS-UniSI-1/2020	989
Italy/VEN-UniVR-5/2020	220
Italy/VEN-UniVR-6/2020	3210
Italy/VEN-UniVR-7/2020	82
Italy/VEN-UniVR-8/2020	774
Latvia/039/2020	445
Luxembourg/LNS0000001/2020	3203
Luxembourg/LNS0156959/2020	3114
Luxembourg/LNS0366116/2020	210
Luxembourg/LNS0591129/2020	1461
Luxembourg/LNS0641910/2020	1443
Luxembourg/LNS0716877/2020	102
Luxembourg/LNS0756270/2020	3116
Luxembourg/LNS0945359/2020	1492
Luxembourg/LNS1234709/2020	3116
Luxembourg/LNS1612000/2020	3107
Luxembourg/LNS1870254/2020	1463
Luxembourg/LNS1874423/2020	2692
Luxembourg/LNS1918658/2020	102
Luxembourg/LNS2247193/2020	3092
Luxembourg/LNS2614631/2020	3112
Luxembourg/LNS2886370/2020	3116
Luxembourg/LNS2907333/2020	3114
Luxembourg/LNS3089015/2020	574
Luxembourg/LNS3156434/2020	212
Luxembourg/LNS3588186/2020	2873
Luxembourg/LNS3711853/2020	414
Luxembourg/LNS3879580/2020	362
Luxembourg/LNS4134806/2020	312
Luxembourg/LNS4691488/2020	3110
Luxembourg/LNS4845603/2020	2809
Luxembourg/LNS5032431/2020	456
Luxembourg/LNS5228153/2020	312
Luxembourg/LNS5440244/2020	332
Luxembourg/LNS7753431/2020	401
Luxembourg/LNS7866283/2020	992
Luxembourg/LNS7928872/2020	312
Luxembourg/LNS8188502/2020	3092
Luxembourg/LNS9080444/2020	414
Luxembourg/LNS9086704/2020	307
Luxembourg/LNS9324837/2020	308
Luxembourg/LNS9627078/2020	213
Luxembourg/LNS9652104/2020	3021
Luxembourg/LNS9862689/2020	440
Luxembourg/LNS9982497/2020	312
Luxembourg/Lux1/2020	3209
Moldova/ChVir7768/2020	3230
Moldova/ChVir7770/2020	1564
Moldova/ChVir7771/2020	3137
Moldova/ChVir7776/2020	632
Moldova/ChVir7777/2020	75
Netherlands/Andel_1365066/2020	1958
Netherlands/Berlicum_1363564/2020	1277
Netherlands/Blaricum_1364780/2020	72
Netherlands/Dalen_1363624/2020	1926
Netherlands/Delft_1363424/2020	696
Netherlands/Diemen_1363454/2020	686
Netherlands/Eindhoven_1363782/2020	1124
Netherlands/Flevoland_1/2020	77
Netherlands/FR-RIVM-10083/2020	1539
Netherlands/FR-RIVM-10084/2020	1539
Netherlands/GE-EMC-217/2020	91
Netherlands/GE-RIVM-10088/2020	1136
Netherlands/GE-RIVM-10095/2020	639
Netherlands/GE-RIVM-10098/2020	1914
Netherlands/GE-RIVM-10111/2020	1137
Netherlands/Gelderland_1-2/2020	2331
Netherlands/Gelderland_1/2020	1273
Netherlands/Gelderland_13/2020	92
Netherlands/Gelderland_14/2020	90
Netherlands/Gelderland_2/2020	139
Netherlands/Gelderland_3/2020	1273
Netherlands/Gelderland_5/2020	1931
Netherlands/Gelderland_6/2020	585
Netherlands/Gelderland_7/2020	2879
Netherlands/Gelderland_8/2020	2104
Netherlands/Haarlem_1363688/2020	431
Netherlands/Hardinxveld_Giessendam_1364806/2020	2000
Netherlands/Helmond_1363548/2020	687
Netherlands/Houten_1363498/2020	54
Netherlands/Leiden-0001/2020	1210
Netherlands/Leiden-0002/2020	2992
Netherlands/LI-RIVM-10096/2020	2562
Netherlands/LI-RIVM-10097/2020	2460
Netherlands/Limburg_13/2020	2286
Netherlands/Limburg_14/2020	2314
Netherlands/Limburg_15/2020	2220
Netherlands/Limburg_2/2020	1113
Netherlands/Limburg_3/2020	1250
Netherlands/Limburg_4/2020	2219
Netherlands/Limburg_5/2020	1114
Netherlands/Limburg_6/2020	1962
Netherlands/Loon_op_zand_1363512/2020	1917
Netherlands/NA_1/2020	77
Netherlands/NA_10/2020	77
Netherlands/NA_11/2020	1168
Netherlands/NA_111/2020	1273
Netherlands/NA_112/2020	2003
Netherlands/NA_113/2020	1934
Netherlands/NA_114/2020	145
Netherlands/NA_115/2020	144
Netherlands/NA_12/2020	1229
Netherlands/NA_13/2020	77
Netherlands/NA_131/2020	2003
Netherlands/NA_132/2020	1994
Netherlands/NA_133/2020	1977
Netherlands/NA_134/2020	140
Netherlands/NA_14/2020	1436
Netherlands/NA_15/2020	1249
