Strain	Source	Country	Province	City	Latitude	Longitude	Day	Month	Year	TP1	TP2
Spain/RI-IBV-98002318/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	19	3	2020	0	1
Spain/RI-IBV-98002323/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	21	3	2020	0	1
Spain/RI-IBV-98002325/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	22	3	2020	0	1
Spain/RI-IBV-98002328/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	24	3	2020	0	1
Spain/RI-IBV-98002330/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	24	3	2020	0	1
Spain/RI-IBV-98002334/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	25	3	2020	0	1
Spain/RI-IBV-98002335/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-98002338/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	27	3	2020	0	1
Spain/RI-IBV-98002339/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	27	3	2020	0	1
Spain/RI-IBV-98002340/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	28	3	2020	0	1
Spain/RI-IBV-98002342/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	29	3	2020	0	1
Spain/RI-IBV-98002345/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	29	3	2020	0	1
Spain/RI-IBV-98002350/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	31	3	2020	0	1
Spain/RI-IBV-98002354/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	1	4	2020	0	1
Spain/RI-IBV-98002358/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	4	2020	0	1
Spain/RI-IBV-98002364/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	7	3	2020	1	1
Spain/RI-IBV-98002366/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	10	3	2020	1	1
Spain/RI-IBV-98002367/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-98002370/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-98002372/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	22	3	2020	0	1
Spain/RI-IBV-98002381/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-98002384/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005837/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	22	3	2020	0	1
Spain/RI-IBV-99005838/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-99005841/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	4	2020	0	1
Spain/RI-IBV-99005843/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005844/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	12	3	2020	1	1
Spain/RI-IBV-99005845/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005848/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	27	3	2020	0	1
Spain/RI-IBV-99005850/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	31	3	2020	0	1
Spain/RI-IBV-99005851/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	1	4	2020	0	1
Spain/RI-IBV-99005853/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	25	3	2020	0	1
Spain/RI-IBV-99005854/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	24	3	2020	0	1
Spain/RI-IBV-99005856/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	25	3	2020	0	1
Spain/RI-IBV-99005857/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-99005859/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-IBV-99005860/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-IBV-99005861/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-99005862/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-IBV-99005864/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-99005865/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-99005866/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-99005867/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-99005868/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-IBV-99005869/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	7	3	2020	1	1
Spain/RI-IBV-99005870/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	7	3	2020	1	1
Spain/RI-IBV-99005873/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	7	3	2020	1	1
Spain/RI-IBV-99005874/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	6	3	2020	1	1
Spain/RI-IBV-99005875/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	7	3	2020	1	1
Spain/RI-IBV-99005876/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	10	3	2020	1	1
Spain/RI-IBV-99005878/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	10	3	2020	1	1
Spain/RI-IBV-99005879/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005882/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	10	3	2020	1	1
Spain/RI-IBV-99005883/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	10	3	2020	1	1
Spain/RI-IBV-99005886/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005887/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005888/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005889/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-99005890/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	21	3	2020	0	1
Spain/RI-IBV-99005891/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99005892/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99005893/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	22	3	2020	0	1
Spain/RI-IBV-99005894/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	22	3	2020	0	1
Spain/RI-IBV-99005897/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	24	3	2020	0	1
Spain/RI-IBV-99005900/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-99005901/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	22	3	2020	0	1
Spain/RI-IBV-99005904/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	2	4	2020	0	1
Spain/RI-IBV-99005905/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	4	2020	0	1
Spain/RI-IBV-99005906/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	11	3	2020	1	1
Spain/RI-IBV-99005907/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	12	3	2020	1	1
Spain/RI-IBV-99005908/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-99005911/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	25	3	2020	0	1
Spain/RI-IBV-99005912/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	25	3	2020	0	1
Spain/RI-IBV-99005913/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99005914/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99005915/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99005916/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	28	3	2020	0	1
Spain/RI-IBV-99005918/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	28	3	2020	0	1
Spain/RI-IBV-99005919/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	29	3	2020	0	1
Spain/RI-IBV-99005921/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-99005922/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	27	3	2020	0	1
Spain/RI-IBV-99005923/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	28	3	2020	0	1
Spain/RI-IBV-99005929/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99005931/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	28	3	2020	0	1
Spain/RI-IBV-99010902/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	13	4	2020	0	1
Spain/RI-IBV-99010918/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	4	4	2020	0	1
Spain/RI-IBV-99010919/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	21	4	2020	0	1
Spain/RI-IBV-99010923/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	10	3	2020	1	1
Spain/RI-IBV-99010924/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99010925/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	26	3	2020	0	1
Spain/RI-IBV-99010980/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	20	3	2020	0	1
Spain/RI-IBV-h2287/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-IBV-h2361/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	4	4	2020	0	1
Spain/RI-ISCIII-201277/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	29	2	2020	1	1
Spain/RI-ISCIII-201334/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	1	3	2020	1	1
Spain/RI-ISCIII-201563/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	4	3	2020	1	1
Spain/RI-ISCIII-201564/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	4	3	2020	1	1
Spain/RI-ISCIII-201566/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	4	3	2020	1	1
Spain/RI-ISCIII-201568/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	5	3	2020	1	1
Spain/RI-ISCIII-201569/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-ISCIII-201570/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-ISCIII-201571/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-ISCIII-201574/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-ISCIII-201575/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/RI-ISCIII-201576/2020	Cow_Farm	Spain	La Rioja	Suzhou	42.2748337	-2.517031	3	3	2020	1	1
Spain/VC-FISABIO-1/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	8	3	2020	1	1
Spain/VC-FISABIO-10/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	6	3	2020	1	1
Spain/VC-FISABIO-100/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	14	3	2020	1	1
Spain/VC-FISABIO-101/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	15	3	2020	1	1
Spain/VC-FISABIO-102/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	17	3	2020	0	1
Spain/VC-FISABIO-104/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-106/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-107/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-108/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-11/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-110/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	22	3	2020	0	1
Spain/VC-FISABIO-111/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	22	3	2020	0	1
Spain/VC-FISABIO-112/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	22	3	2020	0	1
Spain/VC-FISABIO-113/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	22	3	2020	0	1
Spain/VC-FISABIO-115/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	12	3	2020	1	1
Spain/VC-FISABIO-116/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	12	3	2020	1	1
Spain/VC-FISABIO-117/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-118/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-119/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-12/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	9	3	2020	1	1
Spain/VC-FISABIO-120/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-121/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-124/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	14	3	2020	1	1
Spain/VC-FISABIO-125/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	14	3	2020	1	1
Spain/VC-FISABIO-128/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	14	3	2020	1	1
Spain/VC-FISABIO-13/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	9	3	2020	1	1
Spain/VC-FISABIO-130/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	16	3	2020	0	1
Spain/VC-FISABIO-131/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	17	3	2020	0	1
Spain/VC-FISABIO-132/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-133/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-134/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-135/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-136/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-139/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-14/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	9	3	2020	1	1
Spain/VC-FISABIO-140/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-142/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-144/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-145/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-146/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-147/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-148/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	18	3	2020	0	1
Spain/VC-FISABIO-149/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-150/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-151/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-152/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-154/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-155/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-156/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-158/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-160/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-161/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-162/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-163/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-164/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-165/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-166/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-169/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-17/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	10	3	2020	1	1
Spain/VC-FISABIO-170/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-171/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-172/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-173/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-175/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-176/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-177/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-179/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	21	3	2020	0	1
Spain/VC-FISABIO-180/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	21	3	2020	0	1
Spain/VC-FISABIO-183/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-184/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	15	3	2020	1	1
Spain/VC-FISABIO-186/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-187/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	25	3	2020	0	1
Spain/VC-FISABIO-188/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	17	3	2020	0	1
Spain/VC-FISABIO-190/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-191/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-192/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-193/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	26	3	2020	0	1
Spain/VC-FISABIO-194/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	23	3	2020	0	1
Spain/VC-FISABIO-195/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-196/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	16	3	2020	0	1
Spain/VC-FISABIO-197/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	13	3	2020	1	1
Spain/VC-FISABIO-198/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-199/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	24	3	2020	0	1
Spain/VC-FISABIO-2/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	4	3	2020	1	1
Spain/VC-FISABIO-20/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	9	3	2020	1	1
Spain/VC-FISABIO-200/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	12	3	2020	1	1
Spain/VC-FISABIO-201/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	19	3	2020	0	1
Spain/VC-FISABIO-202/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	25	3	2020	0	1
Spain/VC-FISABIO-203/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	20	3	2020	0	1
Spain/VC-FISABIO-204/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	22	3	2020	0	1
Spain/VC-FISABIO-205/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	22	3	2020	0	1
Spain/VC-FISABIO-206/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	17	3	2020	0	1
Spain/VC-FISABIO-207/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	25	3	2020	0	1
Spain/VC-FISABIO-209/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	26	3	2020	0	1
Spain/VC-FISABIO-21/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	10	3	2020	1	1
Spain/VC-FISABIO-210/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	26	3	2020	0	1
Spain/VC-FISABIO-211/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	28	3	2020	0	1
Spain/VC-FISABIO-213/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	28	3	2020	0	1
Spain/VC-FISABIO-216/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	28	3	2020	0	1
Spain/VC-FISABIO-217/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	28	3	2020	0	1
Spain/VC-FISABIO-219/2020	Cow_Farm	Spain	Comunitat Valenciana	Suzhou	39.3902435	-0.543139	25	3	2020	0	1
